experiment,validator,threshold,data,rep_idx,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
sp_ad,rf_scikit,0,hp,0,0.025131109519358198,0.30260525368400154,0.005253480096103824,0.5148491519500581,-0.0064750514403292825,-0.08620278085605189,-0.009654756076204363,0.56289592760181,0.37104072398190047,0.9540853840232807,0.40869565217391307,0.5166689948469609
sp_ad,rf_scikit,0,hp,1,0.02368911145113878,0.31941777819950296,0.00753086400226628,0.5183438264552542,0.0018773247071858234,-0.12267551279372015,-0.01166201789638563,0.539366515837104,0.3411764705882353,0.9728914795978504,0.41739130434782606,0.5365151443360399
sp_ad,rf_scikit,0,hp,2,0.027520199257361745,0.1906822848582536,0.007292155718558377,0.437912558746305,-0.008697125276986295,-0.09781004829617695,-0.011740251901166052,0.5285067873303168,0.3248868778280543,0.9564070999998449,0.4,0.5352220888355342
sp_ad,rf_scikit,0,hp,3,0.03060755143140013,0.40243571196069977,0.0043069339199931014,0.5621361085858682,0.007234538224121623,-0.09354179148794216,-8.578107707100935e-05,0.530316742081448,0.33031674208144796,0.9639683924560729,0.4115942028985507,0.5224153671450211
sp_ad,rf_scikit,0,hp,4,0.02657932779866546,0.3358511423740182,0.0034985466872410045,0.46043412208962686,-0.022488327002215924,-0.09198200712437468,0.0038602551526883966,0.5520361990950227,0.35565610859728514,0.9613452081877926,0.3594202898550725,0.5144904421792293
sp_ad,rf_scikit,0,hp,5,0.020204760083882296,0.32356700353252965,0.005111871009360652,0.49458427741366967,-0.0033713200379866803,-0.10987070830168821,-0.012522709078576943,0.5366515837104072,0.334841628959276,0.9647559845128817,0.3739130434782608,0.5226091825307951
sp_ad,rf_scikit,0,hp,6,0.023287011940414302,0.3154426036330043,0.004183159738129604,0.48026387947837706,0.051865206552706655,-0.10537771571334051,-0.004490267813845553,0.5493212669683258,0.3402714932126697,0.9502428093854489,0.3565217391304348,0.5126124462736066
sp_ad,rf_scikit,0,hp,7,0.02606046065628875,0.21316428465567178,0.004289029256614875,0.5142961582871726,-0.010063650341428143,-0.10505545050576248,-0.005220812131577907,0.534841628959276,0.33665158371040727,0.9682658755234537,0.37681159420289856,0.5233510057194268
sp_ad,rf_scikit,0,hp,8,0.018051090349912247,0.2835864806206178,0.005327456756973079,0.45907588053879783,-0.0037118649097815926,-0.07337947292070439,0.010605908073105727,0.5538461538461539,0.3484162895927602,0.9587998995254708,0.35942028985507246,0.49844644115574355
sp_ad,rf_scikit,0,hp,9,0.0264742790384636,0.33183940198912965,0.005434150263829023,0.5018026091561243,-0.04673470498123272,-0.09240893719932466,-0.0030077948472236604,0.5429864253393665,0.34298642533936646,0.9566056447132495,0.37971014492753624,0.5425035652265231
