experiment,validator,data,rep_idx,time,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
sp_ad,concat,al,3,302.63730001449585,0.028776071453541864,0.4970748866226181,0.004477693310653244,0.5160159394808714,-0.28854033248939115,-0.2875706880620466,-0.23536484277148467,0.5154159394997091,0.3176265270506108,0.3814814814814815,0.5077169433280527
sp_ad,concat,al,9,325.6912887096405,0.018986324220437237,0.4993212647198219,0.00438354180575671,0.4859039660844657,-0.25907732693032115,-0.24064679213543366,-0.2073171792562996,0.5136707388016288,0.31413612565445026,0.42592592592592593,0.518845022548052
sp_ad,concat,al,1,342.58812642097473,0.027943107951267306,0.7246753907695335,0.004487803929195497,0.5862436658233581,-0.2934731726817028,-0.24278549306154532,-0.21617041750256744,0.49214659685863876,0.2937754508435137,0.41481481481481486,0.5247653013735024
sp_ad,concat,al,8,360.7225332260132,0.02561234125804201,0.781274233745033,0.004671100314481571,0.5394860555337028,-0.2671642465280605,-0.25665786855656814,-0.21192473984926533,0.49505526468877253,0.29842931937172773,0.45185185185185184,0.5449218347479919
sp_ad,concat,al,4,391.8216872215271,0.020696834981414176,0.33407685464542264,0.004672980222910082,0.4750216119660279,-0.2926690386697435,-0.2574676687690607,-0.23751909905131532,0.5020360674810936,0.3007562536358348,0.362962962962963,0.5040300553755931
sp_ad,concat,al,7,395.76832485198975,0.023590503067627874,0.6624746566269836,0.003911323713075316,0.49897583615107455,-0.3094954351911481,-0.272679014806498,-0.23873428674895258,0.48923792902850494,0.297847585805701,0.3666666666666667,0.5157062067959637
sp_ad,concat,al,0,410.92958521842957,0.023276528978059,0.45346372937217866,0.004752375941042125,0.5201953206893316,-0.33826913218046406,-0.2637513576637055,-0.22421474237435313,0.506108202443281,0.3007562536358348,0.38333333333333336,0.48907468692104006
sp_ad,concat,al,5,420.36121106147766,0.0276249117824873,0.5833099357093431,0.0038701760294874675,0.5241074267265651,-0.2872414506460971,-0.2894162556438223,-0.23356532934735857,0.49505526468877253,0.2943571844095404,0.3833333333333334,0.5171072268880044
sp_ad,concat,al,2,447.84330654144287,0.026534226019019364,0.6016066116099967,0.004639278590764957,0.5097698290365507,-0.27610808358172434,-0.22564869187656134,-0.1959909902553635,0.47469458987783597,0.283304246655032,0.3259259259259259,0.4923478487886383
sp_ad,concat,al,6,475.5112519264221,0.024628574109681677,0.5533736145426669,0.003891221904837711,0.5041635819794222,-0.2664182055673905,-0.24869064476631356,-0.22172380337050332,0.48807446189645143,0.2891215823152996,0.3166666666666667,0.4758251126537571
sp_ad,concat,bc,0,274.741290807724,0.06617806499689706,0.9280953633850539,0.0061738822888812665,1.9480854962115917,-0.25431762928548185,-0.27475726605709627,-0.21239641214750177,0.21217769493631564,0.08729419074246661,0.11485148514851487,0.48135447824369326
sp_ad,concat,bc,9,334.07656502723694,0.08733928467730132,0.03814753950345699,0.007951476404653449,1.9524017562237623,-0.2177798395494719,-0.22093350930390845,-0.20594331254293652,0.19447033240136688,0.09071140105622864,0.11485148514851487,0.5777056277056276
sp_ad,concat,bc,4,358.9777467250824,0.08815086899696441,0.8438186852503972,0.0064031845660910275,1.9584975389761583,-0.2621528997630117,-0.2377818150083378,-0.20343861336915758,0.213730972351662,0.09847778813296054,0.100990099009901,0.525008224867888
sp_ad,concat,bc,1,365.1510901451111,0.05583181804768442,0.17784327175757841,0.0065546267327330245,1.9542339498999584,-0.2005386142500417,-0.2198029455270542,-0.1932356613093016,0.22118670394532464,0.09630319975147561,0.11485148514851487,0.5172929292929294
sp_ad,concat,bc,3,365.24009585380554,0.031070923973066277,0.6078840453587123,0.006289124850115967,1.99324288132889,-0.20502988525735177,-0.272817945883312,-0.2058386146026534,0.148493320907114,0.05747126436781609,0.09900990099009901,0.509090909090909
sp_ad,concat,bc,5,385.50289702415466,0.0418526011551868,0.00434797489254423,0.0074909110192782884,1.945243453471724,-0.22700184905427778,-0.24060286052530164,-0.20033805421004316,0.22771046908977943,0.09723516620068345,0.10990099009900989,0.5054123112659697
sp_ad,concat,bc,2,425.45933079719543,0.048780292639739445,0.3449065655208446,0.004684358581438978,1.9506304356836424,-0.22708034726853765,-0.22191307795425014,-0.20216691430106903,0.22118670394532464,0.1003417210313762,0.1198019801980198,0.5392278615693249
sp_ad,concat,bc,8,435.00282287597656,0.08124483556230172,0.37514929500200633,0.005796817058774344,1.9534925634326434,-0.23783182944258552,-0.2083978059724871,-0.19740115380642187,0.2059645852749301,0.08077042559801181,0.13267326732673268,0.5518933154657211
sp_ad,concat,bc,6,466.36839628219604,0.0660666401544198,0.03193698809471551,0.004480628812485314,1.9504065390888667,-0.184651383715158,-0.23152247602566564,-0.20534219992274388,0.21435228331780057,0.09226467847157503,0.12376237623762376,0.5144983817763922
sp_ad,concat,bc,7,473.52585077285767,0.047401113789723504,0.08043119668285623,0.005137836335299346,1.9451479653321493,-0.2121761699111543,-0.19068169491699236,-0.167451097491932,0.2270891581236409,0.10375893134513825,0.10297029702970298,0.514644480501216
sp_ad,concat,cc,8,89.97864651679993,0.08044423730135163,0.19496553460194663,0.015978271556096445,1.650763921362827,-0.004167977351368424,-0.05807801661814724,-0.14505962640958173,0.24719101123595505,0.11985018726591759,0.047058823529411764,0.26071428571428573
sp_ad,concat,cc,7,89.83004856109619,0.10407306122303975,0.2392792155077281,0.019603048824531198,1.7582835050317838,0.04123414071510956,-0.02134017001587024,0.03511294541855203,0.25280898876404495,0.13295880149812733,0.01764705882352941,0.3
sp_ad,concat,cc,3,105.26185774803162,0.2015280432510813,0.2488048015805672,0.01615063849444417,1.831501312178586,0.009882562650728732,-0.032176881842762434,0.01198054973107504,0.26217228464419473,0.11797752808988762,0.06470588235294118,0.37555555555555553
sp_ad,concat,cc,9,120.7716805934906,0.11716032808610116,0.2666438187494595,0.07548818243309015,1.7489983477266045,0.002621369403376317,-0.02746440343281281,-0.05911940269635907,0.30337078651685395,0.15917602996254684,0.0,0.0
sp_ad,concat,cc,0,133.86708974838257,0.13088094715307919,0.5751177199345372,0.04580302825081447,1.5585507460604653,-0.06855662801756413,-0.12245192087807674,-0.11752337825377694,0.301498127340824,0.1404494382022472,0.041176470588235294,0.5666666666666667
sp_ad,concat,cc,2,142.0604875087738,0.056097799758168976,0.225947761424254,0.03777762251669241,1.6426709253460927,-0.08586580412216038,0.010716207147832058,-0.15329503740142397,0.32397003745318353,0.17041198501872662,0.03529411764705882,0.52
sp_ad,concat,cc,4,144.8044776916504,0.23698663078543925,0.3271672629249565,0.037750847339615076,1.6010628238370028,0.026528258362168322,-0.08744468372865277,-0.062372306530521726,0.31086142322097376,0.15168539325842695,0.023529411764705882,0.3
sp_ad,concat,cc,6,148.511705160141,0.1661102303698939,0.40178754912832926,0.0966603097370261,1.6864880673680216,-0.030853517877739267,-0.10569551529261123,-0.16667588935986213,0.2808988764044944,0.14981273408239704,0.0058823529411764705,0.2
sp_ad,concat,cc,5,148.9936079978943,0.06807890162153218,0.2077473848241148,0.07573769146934592,1.7169751389267494,-0.0743944636678201,-0.025048263388870173,-0.11660854445436372,0.31086142322097376,0.1591760299625468,0.01764705882352941,0.4
sp_ad,concat,cc,1,177.88130569458008,0.07784841757699833,0.3481491318420333,0.04930417024977037,1.7279004468594164,-0.04042979420870518,0.01181622151753925,-0.05803262704847645,0.28651685393258425,0.1591760299625468,0.011764705882352941,0.26666666666666666
sp_ad,concat,hd,5,19.561718702316284,0.18689039951794564,0.3189656430740494,0.03477113128301083,1.0561118004522347,-0.0484470588235294,-0.08080891838743823,-0.04832831723220496,0.35537190082644626,0.17768595041322313,0.3125,0.5198051948051947
sp_ad,concat,hd,7,21.94361972808838,0.1725019994343452,0.3092250576309231,0.01474143859036568,1.1184363166208988,-0.036752941176470544,-0.07060711401574732,-0.059995751873762715,0.4297520661157025,0.2520661157024794,0.3375,0.5434065934065934
sp_ad,concat,hd,6,23.306337594985962,0.1943998168231298,0.8615225353928224,0.03120910988610959,1.3926594326236748,-0.14825882352941178,-0.15132823295527636,-0.15915640123970762,0.24793388429752067,0.1322314049586777,0.1125,0.5333333333333333
sp_ad,concat,hd,8,23.995217323303223,0.175805580162328,0.15662939992799274,0.03387898862013891,1.1071505462359617,-0.018305882352941172,-0.05735843874104804,-0.005043693926192,0.3512396694214876,0.1487603305785124,0.25,0.6238095238095238
sp_ad,concat,hd,2,24.40934419631958,0.40463565953175623,0.40298774179974267,0.018191386700022186,1.8657647651361475,-0.004282352941176515,-0.1058400803895578,-0.0478351875224029,0.3677685950413223,0.18181818181818182,0.1375,0.5199999999999999
sp_ad,concat,hd,3,27.10560178756714,0.1716803797773828,0.22189423858983948,0.02029393561597515,1.3946488543970665,-0.0941803921568628,-0.0885665278528166,-0.11861944461056162,0.4297520661157025,0.2520661157024794,0.275,0.4523809523809524
sp_ad,concat,hd,0,30.873825073242188,0.3009597314890549,0.32192585047169303,0.017791967393612426,2.2096529981881634,-0.06115294117647052,-0.14521144873677996,-0.07267735845428727,0.24793388429752067,0.09917355371900827,0.125,0.3593650793650794
sp_ad,concat,hd,1,33.26007866859436,0.16902694189267164,0.4470181416599486,0.022764103597075497,1.352132850313079,-0.07239999999999991,-0.16363002540193705,-0.11361708960474948,0.4049586776859504,0.21487603305785122,0.3,0.6166666666666666
