dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
dgms,0.22962152538480088,0.6703816085109059,0.0283539734069468,1.6168218413836792,0.20195307263078266,0.2669082511355191,0.2953804841489521,0.17044793484584062,0.07853403141361258,1.033491014452159,0.0018518518518518517,0.2
dgms,0.354109798298418,0.7830714235176913,0.024626642657471887,3.3978928691134174,0.18468285339872326,0.3844907982474111,0.4194462951680977,0.10238510762070971,0.041303083187899936,1.0578660807737452,0.0,0.0
dgms,0.20310312839269087,0.9968895881319159,0.03036928570232866,2.2092149243158365,0.1480847887622837,0.3754154919139423,0.40943107065565876,0.14368819080860964,0.06457242582897033,1.0345990811649963,0.0037037037037037034,0.13333333333333333
datasynthesizer,0.014150796457648333,0.6642828966545249,0.0052872520902389145,0.5119048557908582,0.1728034728819876,0.1788510345161223,0.19603009497601745,0.49621873182082604,0.2966841186736474,1.0169154838326597,0.537037037037037,0.512296121827984
datasynthesizer,0.01220207874137643,0.9552485296646108,0.006521190642793713,0.5090183109093582,0.1742190571692478,0.16293281100439613,0.19134997347786586,0.5101803374054683,0.3089005235602095,0.9982741061322469,0.5074074074074074,0.5118686527610666
datasynthesizer,0.012357361723423305,0.7179945383887026,0.004129882390897777,0.474539409895467,0.16866829854912813,0.17339650023085212,0.19915623744161362,0.49621873182082604,0.30133798720186156,1.013856837274959,0.48888888888888893,0.5036026106312183
datasynthesizer,0.010673831104787548,0.40761100862728716,0.004725540603262619,0.4887838315226795,0.16147281521666557,0.1758133833272406,0.1824687053496933,0.5136707388016288,0.30948225712623617,1.0124136786125577,0.5018518518518519,0.5022914266127974
datasynthesizer,0.011886145099581065,0.9272082406947942,0.004895143703159438,0.5153826761505984,0.16930248903661405,0.16634920773397463,0.20194456743646133,0.49040139616055844,0.2862129144851658,1.007162627980129,0.5037037037037038,0.5077358432217254
datasynthesizer,0.019923935580715604,0.7537433975301215,0.0057605143809224615,0.5313365373596564,0.12266579379743292,0.15280901104879469,0.17423158841306666,0.5043630017452007,0.30657358929610234,1.0022733400861836,0.49444444444444446,0.5043007071833993
datasynthesizer,0.013216883996609178,0.9888693889939733,0.004227063973168486,0.5091599382385251,0.1793599912630629,0.18093086028785182,0.2163933644058223,0.49040139616055844,0.28853984874927285,1.0231950130311784,0.4648148148148148,0.4886580897202225
datasynthesizer,0.007135006962459957,0.5396548348228616,0.005247698235264262,0.4738723547752439,0.18547796397564065,0.17751001759527016,0.195929396797042,0.49505526468877253,0.29901105293775454,1.0140246121007899,0.49444444444444446,0.5092665854915314
datasynthesizer,0.012778655288621979,0.7972622566692547,0.004446257725082718,0.4927412055278239,0.13061750123026472,0.14802065299051395,0.1684584445585074,0.5189063408958697,0.3228621291448517,0.9987373304875599,0.5055555555555555,0.5327011323158043
dpgan,0.2759034794521203,0.8130707192761364,0.29193307994404505,1.5018216202505392,0.4431588249085403,0.5049671543427562,0.5085669705564863,0.0,-0.0017452006980802793,2.0524484325424495,0.0,0.0
datasynthesizer,0.009137583872025117,0.9567717985034125,0.005924609319567627,0.4517389017400856,0.17291965609240179,0.1694125472515287,0.20468850820836626,0.49331006399069227,0.2931937172774869,1.0160396439190666,0.4925925925925926,0.5034327567928378
dgms,0.3269663642422814,0.9440262963696584,0.03575440373692255,2.403605240308277,0.205795354245492,0.26984705153767985,0.2524961080364373,0.05293775450843514,0.018615474112856314,1.051748043061994,0.0,0.0
dgms,0.28196726606857025,0.7138135140188535,0.03214520197034877,1.5748763779320443,0.12189495358814839,0.22366926736603865,0.24474998706371615,0.18731820826061663,0.09307737056428154,0.9590529035303459,0.0018518518518518517,0.1
dgms,0.3330361475000947,0.9039398982296664,0.02950697205475914,1.693491752926045,0.23382130068710894,0.26863592247519397,0.2749539171925829,0.28853984874927285,0.15241419429901107,0.9453877527089619,0.0,0.0
dgms,0.3237202227083185,0.8250223873281913,0.03577748443258814,2.013909533647331,0.29116919289362453,0.45407497509720296,0.4508383347539211,0.09656777196044211,0.05002908667830133,1.1073962963574056,0.0037037037037037034,0.25
dgms,0.24502934756696465,0.6796603641752698,0.040134465662754304,1.938948598861369,0.2374209013731372,0.33806412357568705,0.33679523296313735,0.13787085514834205,0.05875509016870273,0.9919711776527851,0.0037037037037037034,0.3
dgms,0.30557228835346795,0.864320937655947,0.03038994934087404,,0.2999045912488756,0.2980919095536314,0.35128910344391284,0.06457242582897033,0.01919720767888307,1.0531686066097636,0.005555555555555555,0.3
dgms,0.28812042310773955,0.8236670536932055,0.0409376613763768,1.7871191357402187,0.25524189998719427,0.32567941259915245,0.3407712090885545,0.14659685863874344,0.06748109365910412,0.9307491850883143,0.0018518518518518517,0.2
dpgan,0.39488297116641463,0.9173204913006093,0.2933226530019928,1.4506430916282216,0.4794022010368283,0.46629430499506824,0.47827363096339215,0.0,0.0,2.0216154740455905,0.0,0.0
dpgan,0.39692749306629344,0.8422492497034499,0.3399290824533399,,0.4283375077596323,0.513287560967085,0.52090586865258,0.0,0.0,2.1234560442039694,0.0,0.0
dpgan,0.29540112767315213,0.9449922488556837,0.3142117258143387,2.4273798831178195,0.5422903735107011,0.4597134927742836,0.4881154600460964,0.0,0.0,2.0190055838862917,0.0,0.0
dpgan,0.29203118232845726,0.9533835673199765,0.30376990811314936,1.7972469331110703,0.42403783405170203,0.427714212825185,0.3976384616854531,0.0,0.0,2.0099342839740113,0.0018518518518518517,0.2
