dataset,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
dpgan,0.4607142650766257,4.540563872617411,0.4309386433999437,0.4325957458666613,0.5814863461743343,0.0,0.0,74.57044954107909,0.0058823529411764705,0.2
dpgan,0.5182235612322884,4.547081924393594,0.1167436196842605,0.6808517174807439,0.6493792970426671,0.00749063670411985,0.003745318352059925,90.13544308349024,0.0,0.0
dpgan,0.44319763007499674,4.578301889586806,0.36727307678864773,0.5555614305947013,0.5446005145069649,0.0018726591760299626,0.0018726591760299626,64.49494623168343,0.0,0.0
dgms,0.10633823516897153,2.341873486746262,0.08160322952710486,0.08361437171726263,0.09032498699588473,0.009363295880149813,0.0,10.104522143281867,0.023529411764705882,0.39999999999999997
dgms,0.11717356308796771,2.6697390527134393,0.01758938869665505,0.0819026275108578,0.05828955374845801,0.003745318352059925,0.0018726591760299626,8.382714588575311,0.0058823529411764705,0.1
dpgan,0.46580301098534926,4.604725017407471,0.6819492502883506,0.6525894516684172,0.627304841206997,0.009363295880149813,0.00749063670411985,77.26338074864725,0.0,0.0
datasynthesizer,0.048770049702588525,1.3328111175072375,0.03413627894596749,0.11182706770162704,0.06375855762389748,0.10674157303370786,0.058052434456928835,1.2614131763000167,0.0058823529411764705,0.1
dgms,0.1220843039140721,2.4475512516443567,0.05740798993394147,0.11269584445671954,0.03973281319450303,0.0056179775280898875,0.0,9.458134289123127,0.0058823529411764705,0.2
datasynthesizer,0.03706082275376222,1.8739981238803953,0.03509639149777566,0.05665659714545779,0.0950169164114856,0.1198501872659176,0.06554307116104868,1.3125774171740947,0.0058823529411764705,0.2
dpgan,0.4448665040199777,,0.36917531718569785,0.5752082757681303,0.45028305828023274,0.009363295880149813,0.0,72.00246259588461,0.0,0.0
dpgan,0.4873673414529147,,0.48126286269986657,0.6165580409309274,0.6173354944784526,0.0,0.0,77.79736848824372,0.0,0.0
datasynthesizer,0.07860040999246459,1.0988191649711987,0.011918492887351029,0.07626210501321953,0.040382339955090496,0.11235955056179775,0.04868913857677902,1.4237490529263273,0.01764705882352941,0.5
dpgan,0.44310571047392444,,0.7174339997436884,0.47617325515562847,0.4895562469967605,0.0,-0.0018726591760299626,70.31383071648493,0.0,0.0
dgms,0.11103040070980282,2.4506919436684598,0.04849533396246197,0.10713551863127976,0.14958234692454941,0.011235955056179775,0.001872659176029962,10.524646378433818,0.011764705882352941,0.3
dgms,0.1298622769853877,2.375118589570697,0.04512687427912343,0.17839380595732765,0.12944035513134433,0.0056179775280898875,-0.0018726591760299628,10.787877944217723,0.0,0.0
dgms,0.14053369545565944,2.5255192522228183,0.0741061130334486,0.11741088799207822,0.12692511550778496,0.009363295880149813,0.0018726591760299628,13.189075867034694,0.011764705882352941,0.3
dgms,0.12864140718289818,2.4780006883052446,0.041234140715109446,0.09333837399239481,0.08959249557495154,0.009363295880149813,-0.001872659176029962,7.546362503860459,0.011764705882352941,0.4
dgms,0.12433074601224264,2.37033744635728,0.07641291810841977,0.15026611158435185,0.1281653662589007,0.009363295880149813,0.0037453183520599256,10.560517978214342,0.011764705882352941,0.2
datasynthesizer,0.048770049702588525,1.3328111175072375,0.03413627894596749,0.11182706770162704,0.06375855762389748,0.10674157303370786,0.058052434456928835,1.2614131763000167,0.0058823529411764705,0.1
datasynthesizer,0.03788956102409392,1.0342228920147776,0.0880317524933848,0.04492867051442184,0.119690789529484,0.11235955056179775,0.056179775280898875,1.444447186103917,0.0058823529411764705,0.1
datasynthesizer,0.04558544389379716,1.00090218083277,0.06660899653979235,0.10963767947669495,0.06559912804008003,0.09925093632958802,0.048689138576779034,1.3637110056794242,0.0058823529411764705,0.2
datasynthesizer,0.01787815350763371,1.0961121519486814,0.012687427912341342,0.10066731629026263,0.10031826349049787,0.09550561797752809,0.035580524344569285,1.5327213784764624,0.011764705882352941,0.3
datasynthesizer,0.06585986330980802,0.9379472467630793,0.0911188004613609,0.060150236207811875,0.058468316294266076,0.11423220973782772,0.056179775280898875,1.3680828680243124,0.0,0.0
datasynthesizer,0.013070069955349935,0.9657824029862557,0.04123414071510956,0.07597450186823829,0.14228763481587786,0.11235955056179775,0.058052434456928835,1.3067023558994357,0.0,0.0
datasynthesizer,0.01787815350763371,1.0961121519486814,0.012687427912341342,0.10066731629026263,0.10031826349049787,0.09550561797752809,0.035580524344569285,1.5327213784764624,0.011764705882352941,0.3
dpgan,0.46565528241168186,,0.530346548461753,0.5533928007918605,0.6105989947660991,0.020599250936329586,0.009363295880149811,65.77786659063614,0.0,0.0
dpgan,0.4888338354449047,4.46575374300635,0.6186058904162417,0.5606535680667173,0.5872450038887709,0.0,0.0,89.93329372103346,0.0,0.0
dgms,0.13744007057444574,2.458816049871673,0.08621683967704719,0.10925071699640015,0.023830053003154827,0.0149812734082397,0.0037453183520599256,10.464497980831434,0.0058823529411764705,0.2
dgms,0.12494920035931484,2.456399552680418,0.04325259515570934,0.0647861926332059,0.06965120937686342,0.013108614232209739,0.0018726591760299637,10.465010069619424,0.023529411764705882,0.6
dpgan,0.513606188775546,4.4807231910179794,0.6520467922869715,0.6990960979948921,0.7049143767974737,0.018726591760299626,0.009363295880149813,83.71410299940565,0.0,0.0
