dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
dgms,0.5093684191807677,0.8933334087177217,0.05193032504881766,3.420178012221889,0.18143529411764703,0.07537933986695433,0.12396261765443908,0.09504132231404959,0.028925619834710745,1.1056157868626633,0.05,0.44000000000000006
dgms,0.5037438067019572,0.9852565079691756,0.1310222971691099,3.0771377148101062,0.19882352941176462,0.16881192259037978,0.2798756742778914,0.09090909090909091,0.0,0.788900211131299,0.0625,0.4666666666666666
dgms,0.5150430699813098,0.9396261471386386,0.13121621147538293,3.284724406842413,0.362,0.22768202127819345,0.3006661249786579,0.07851239669421488,0.012396694214876033,0.9457206518463624,0.05,0.5
dgms,0.5711726018359363,0.8964512395694088,0.06604569176255519,3.6560275954998094,0.347764705882353,0.1513754238123073,0.22329846536404088,0.1115702479338843,0.04132231404958678,1.0097850284468384,0.0625,0.4333333333333333
dgms,0.5636013901816183,0.9339083291319853,0.09920883526401292,3.584804615016487,0.20794117647058818,0.07174019014270658,0.1695859181207149,0.128099173553719,0.07438016528925619,0.7474258593209013,0.1,0.6666666666666666
dpgan,0.11409579040681861,0.6301565799070991,0.24909844362464792,2.029835233054176,0.6262588235294118,0.4122235189724097,0.4723139922180723,0.09090909090909091,0.06611570247933884,1.9183017472708737,0.0375,0.36666666666666664
datasynthesizer,0.02547702815970304,0.08358554053410207,0.017726421090138472,0.8381634565726325,0.04242352941176464,0.03612148652039249,0.028173904571734687,0.6074380165289256,0.40909090909090906,0.8110700617590444,0.35,0.4685714285714286
datasynthesizer,0.04150836720867511,0.09116834166842985,0.020722360880101497,0.8521354012466741,0.017035294117647037,0.03814760077392215,0.05931949527158284,0.6074380165289256,0.40909090909090906,0.8613574029532346,0.4875,0.5359803921568627
datasynthesizer,0.0451018765285863,0.08457666653195482,0.03428013247078744,0.8294849295351908,0.03988235294117648,0.04205225870573881,0.0685077255991002,0.5826446280991735,0.38842975206611563,0.8236792943454759,0.4125,0.48390433096315444
datasynthesizer,0.03683623932357519,0.05519368074667635,0.017715079457657056,0.8676398192349151,0.0523058823529412,0.03243009742160183,0.07558342613088506,0.6363636363636364,0.43388429752066116,0.8819587897447126,0.5125,0.5734162895927601
datasynthesizer,0.018326961398900256,0.02710665880745794,0.01673708739366516,0.7876539946750581,0.018517647058823528,0.03364571192651569,0.09834871789270166,0.6033057851239669,0.40909090909090906,0.819922319394197,0.4,0.5149509803921568
datasynthesizer,0.006932802912180749,0.0921278336067163,0.01457483327405798,0.8685923627015756,0.01639999999999997,0.029951728294627694,0.04614154283055075,0.6446280991735537,0.4545454545454545,0.8228263444184157,0.475,0.5095022624434389
datasynthesizer,0.026848381179463844,0.07136979987042072,0.02860181002888728,0.8888248092949612,0.03348235294117652,0.03063750221311276,0.045475192395704744,0.5991735537190083,0.38016528925619836,0.8372041224412659,0.4875,0.5892857142857142
datasynthesizer,0.03790654253379776,0.07730328765078384,0.018662359137180534,0.840257547497062,0.03757647058823521,0.03695636081189649,0.06646864812509354,0.6818181818181818,0.48347107438016523,0.7898594123774383,0.475,0.5841025641025641
datasynthesizer,0.06394641725738773,0.1599731377217401,0.02074989254912254,0.7421853839045537,0.015317647058823547,0.02193175864559041,0.02490033992293164,0.6322314049586777,0.4380165289256198,0.8083500895442042,0.475,0.5331410256410256
datasynthesizer,0.06394641725738773,0.1599731377217401,0.02074989254912254,0.7421853839045537,0.015317647058823547,0.02193175864559041,0.02490033992293164,0.6322314049586777,0.4380165289256198,0.8083500895442042,0.475,0.5331410256410256
dpgan,0.11529964788394145,0.3798474973982102,0.28404910285469503,1.5003360682853062,0.4542588235294117,0.33930538101935437,0.3582257483482217,0.045454545454545456,0.01652892561983471,2.240649814784586,0.05,0.4666666666666666
dgms,0.5741024461422786,0.8970702389050306,0.04818477531265898,,0.12110588235294117,0.09324094543306513,0.1874803614122529,0.23140495867768596,0.10743801652892562,1.079797960345858,0.1,0.4916666666666667
dgms,0.6059326239104991,0.941034209800092,0.049375032889578736,3.5767042677078353,0.2613411764705882,0.055970557469683435,0.20643138208337558,0.22727272727272727,0.10330578512396693,1.1276589177904475,0.075,0.5
dpgan,0.1878327015782523,0.7246377303259955,0.19584636612260914,1.5097580538228852,0.762070588235294,0.41151560228789635,0.45386659717031885,0.008264462809917356,-0.004132231404958678,2.307460662812042,0.0125,0.2
dpgan,0.1521581163935505,0.6778435302279426,0.17283158855364694,1.863229403703122,0.6812,0.45028831165455147,0.46257933380052546,0.0371900826446281,0.004132231404958678,2.1284857430563724,0.025,0.3
dpgan,0.16802220466005968,0.5597127824584807,0.1861768513449544,1.6721971104984183,0.4681882352941176,0.3316481561757392,0.39145514432440903,0.045454545454545456,-0.004132231404958678,1.8779774343627522,0.0375,0.15
dgms,0.57057548496957,0.9841940826673155,0.042076943683551256,3.5033193337626747,0.1514823529411765,0.049858736178481466,0.16774352251040042,0.19421487603305784,0.06198347107438015,1.0283936124905564,0.175,0.4238095238095238
dgms,0.3790299660583335,0.9497109711827557,0.04947965128349892,2.6239571335752547,0.13324705882352939,0.08096543647536664,0.10673653015165441,0.256198347107438,0.14049586776859502,1.1102922360736147,0.1875,0.6833333333333333
dpgan,0.04783587923443098,0.7235197947306746,0.21287899794893864,1.7197645981058856,0.3952941176470588,0.432024377650262,0.3594886887801787,0.0371900826446281,0.02066115702479339,2.1565508672614953,0.0125,0.2
dgms,0.500576746239939,0.9768372390327356,0.05665633753423729,2.927811125227382,0.1505411764705883,0.09481903092283428,0.2628146822741967,0.21487603305785125,0.11570247933884298,1.2221377804526745,0.1,0.5142857142857142
dpgan,0.21602608951084662,0.5338993305571623,0.2432415243189717,1.8326105102277066,0.2442352941176471,0.3264665545361944,0.35761820010461376,0.05785123966942149,0.01652892561983471,2.2127976752755405,0.025,0.2
dpgan,0.04418983671033862,0.8982394227683879,0.20069936010669134,1.7818485002517375,0.29908235294117647,0.2825698464542974,0.22272955397275565,0.06611570247933884,0.02066115702479339,2.0407697110977607,0.05,0.21666666666666665
dpgan,0.10449989034166687,0.4804188701863151,0.29704717918417506,1.764910292524771,0.31023529411764705,0.3101549779938475,0.3781752500780693,0.01652892561983471,-0.008264462809917356,2.8365660691089456,0.0375,0.26666666666666666
dpgan,0.13776001026172696,0.7055524791796555,0.23900664292040114,2.023258994099112,0.29814117647058824,0.3417080173896093,0.41985588718597083,0.05785123966942149,0.028925619834710745,2.0868614581995604,0.025,0.2
