dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
dpgan,0.1583991089999479,0.9433957826940462,0.5182235612322884,4.547081924393594,0.1167436196842605,0.6808517174807439,0.6493792970426671,0.00749063670411985,0.003745318352059925,90.13544308349024,0.0,0.0
dpgan,0.30155479639620786,0.6748396775127715,0.42568856346862843,4.531212540656849,0.5073385236447521,0.5550797740156572,0.5101759716892263,0.0018726591760299626,0.0018726591760299626,67.20301664269276,0.0,0.0
dgms,0.09285309303293025,0.5640748555379079,0.08847878033717882,2.1967887720820287,0.012495194156093792,0.0914160869681368,0.07917170832522266,0.011235955056179775,0.007490636704119849,10.584258532181977,0.02941176470588235,0.7
dgms,0.05535984078336438,0.5190689435368793,0.12453822130245364,2.3266919536414483,0.07410611303344872,0.08300243361926804,0.05038255402307243,0.011235955056179775,0.0056179775280898875,10.616527509175068,0.01764705882352941,0.6
dgms,0.08141349683821685,0.6084712123108308,0.1191943578138107,2.1183887815664173,0.07641291810841977,0.10140031887200077,0.035316386946666556,0.00749063670411985,0.003745318352059925,10.77501099120257,0.01764705882352941,0.4
dpgan,0.07102556553086381,0.6633481058750537,0.4713007604454088,4.580202529408573,0.38988655124417393,0.6739983435322431,0.6956911075168105,0.0299625468164794,0.018726591760299626,67.04002458160755,0.0,0.0
dpgan,0.14008275233682127,0.6823324256304466,0.4811809351547517,4.577496333630169,0.43232250416506474,0.48853327225981336,0.45331176384686245,0.003745318352059925,0.003745318352059925,73.96401509642617,0.0,0.0
datasynthesizer,0.025927087072414194,0.1626145186695997,0.009752317449168697,0.9414308019992121,0.03489042675893883,0.07356169554210285,0.19648659377522137,0.11797752808988764,0.07116104868913857,1.400956694774732,0.0,0.0
dpgan,0.0860403414669981,0.6790687076160843,0.46955827497168895,4.557799174279635,0.1286043829296425,0.44998453079297307,0.36150678032580397,0.0056179775280898875,0.0018726591760299624,82.62188580966516,0.0,0.0
datasynthesizer,0.03221517858908454,0.05872421063089951,0.012395759345503592,1.0035985361431632,0.028604382929642402,0.03604909974001136,0.08076307488063145,0.13295880149812733,0.07677902621722846,1.3150021298996766,0.0058823529411764705,0.2
datasynthesizer,0.04118447879686353,0.08798228031159577,0.017701548056390848,1.0411022778227195,0.033881199538638995,0.17600851864016667,0.17293573299208698,0.12172284644194757,0.06179775280898877,1.5142189877970496,0.0058823529411764705,0.1
dpgan,0.17756529086256168,0.8593732121441773,0.47847750233353553,4.556415210893834,0.4987353042352132,0.6444539255409012,0.682089801543231,0.0018726591760299626,0.0018726591760299626,85.5989122852759,0.0058823529411764705,0.2
dpgan,0.2861656746602161,0.9718510885141148,0.4953106313095911,4.500464437799443,0.49644149103491675,0.49016255778063345,0.5925164394722746,0.003745318352059925,0.0018726591760299626,81.86019189042143,0.0,0.0
dpgan,0.28439412719797297,0.6828486132744934,0.46186610516005505,4.656219790051937,0.4709772798008093,0.48496723392741325,0.4727884277057325,0.003745318352059925,-0.0018726591760299624,73.53105376205029,0.0,0.0
datasynthesizer,0.02748302723505776,0.05657957421619518,0.037879871143413034,0.9909407757015316,0.04498269896193763,0.029493001383757295,0.12088717681009506,0.10861423220973783,0.05056179775280899,1.3784753953509499,0.011764705882352941,0.13333333333333333
datasynthesizer,0.042415692357613964,0.06333906279924556,0.0404789777756388,1.0351475873967486,0.02249134948096876,0.08935639895867994,0.1480364941747788,0.11797752808988764,0.06741573033707865,1.3562828052671283,0.0,0.0
datasynthesizer,0.045178234496970164,0.05838937887614457,0.04258094479419827,1.2545751963290555,0.10092272202998842,0.0518855161035906,0.07104018595206824,0.10299625468164794,0.054307116104868915,1.3857027346701694,0.0058823529411764705,0.2
datasynthesizer,0.05438312540470464,0.25049456560547667,0.009647265240830974,0.9838988355980974,0.027592937627539782,0.04950336559546176,0.12744688802587859,0.11235955056179775,0.06554307116104868,1.29196665967342,0.011764705882352941,0.4
dpgan,0.18308630249232066,0.8874547370440279,0.4330864048429059,4.6297609850339345,0.35495401369103796,0.5856774622964558,0.5455358453895236,0.0018726591760299626,-0.0018726591760299626,69.42742408569228,0.0058823529411764705,0.2
datasynthesizer,0.05571858167517095,0.15531218499166008,0.042932405117252395,1.0059466892053945,0.06106625656798659,0.0872958365124398,0.09717062855669564,0.1198501872659176,0.0599250936329588,1.396099874553473,0.011764705882352941,0.3
dpgan,0.3298207660966448,0.991494372437657,0.4720390746144762,4.663675150279891,0.3587939910540975,0.5354656785330342,0.546458061912793,0.0018726591760299626,0.0018726591760299626,84.16081469710637,0.0,0.0
dgms,0.09426582397156584,0.5573760972780302,0.1163326160433171,2.3560575883994526,0.04181084198385243,0.05927878334548822,0.04016103928316153,0.009363295880149813,0.0037453183520599256,11.11854787163394,0.029411764705882353,0.7
dgms,0.07762636165077612,0.5208661590779,0.08784952036239488,2.1687589857844873,0.06660899653979235,0.10224282094091625,0.08339765826146556,0.00749063670411985,0.0,11.553613287787856,0.011764705882352941,0.4
dgms,0.09288443968531443,0.519698565738004,0.11212766735365833,2.2221151137388784,0.010265282583621693,0.0777002007437042,0.057908202841903705,0.009363295880149813,0.0056179775280898875,11.06562227782363,0.011764705882352941,0.4
dgms,0.05054081373371505,0.49742954445019494,0.12490978960955419,2.3164040797162384,0.05100602332436244,0.049323898266519645,0.09223647598168748,0.0056179775280898875,0.0037453183520599247,11.01227626827872,0.0,0.0
dgms,0.08284547147530687,0.44392063428644046,0.11516106978216438,2.3076671380071243,0.0035563244905805202,0.09432207571109205,0.0249117399712942,0.011235955056179775,0.007490636704119849,10.827718539406508,0.01764705882352941,0.6
