experiment,validator,data,rep_idx,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
sp_dp,concat,al,4,0.4584900671740937,0.9300540053784764,0.11600889393110962,1.3336811390206076,-0.35264845482593987,-0.2923284948322945,-0.29973788124753986,0.02501454333915067,0.012798138452588715,0.0,0.0
sp_dp,rf,al,4,0.45058135865891985,0.9780136503671744,0.12122479496632592,1.5448629295332743,-0.22309281299752537,-0.24227710987044893,-0.2314478865272194,0.01977894124490983,0.009307737056428154,0.0037037037037037034,0.4
sp_dp,lgbm,al,4,0.43323368122890715,0.9435186299139179,0.12650922615519034,1.703140453603151,-0.04749538167301903,-0.19665284442499875,-0.19488721544504886,0.017452006980802792,0.009889470622454915,0.0,0.0
sp_dp,concat,al,1,0.5124520780798736,0.858959978911215,0.11870518917555051,1.5881186936613612,-0.2518076081079105,-0.29763906733772205,-0.3401579351904065,0.025596276905177427,0.005235602094240836,0.0,0.0
sp_dp,concat,al,0,0.4772868490949779,0.8458493818986522,0.14427399936535804,2.0321276670464847,-0.42509767171321966,-0.32771181518386233,-0.294530166576875,0.006980802792321117,0.0029086678301337987,0.0018518518518518517,0.2
sp_dp,concat,al,2,0.5403153373110567,0.7795223122217889,0.14617359915976275,1.239405064413582,-0.30108265308991267,-0.34494382723332473,-0.33473814928667245,0.005817335660267597,0.0011634671320535197,0.0018518518518518517,0.2
sp_dp,knn,al,4,0.43040640223373977,0.9415584578097888,0.11557547709493715,1.49580794636785,-0.26715140506094004,-0.3333674697786875,-0.34049421340779606,0.020942408376963352,0.011052937754508437,0.0018518518518518517,0.2
sp_dp,rf,al,1,0.5172961164211017,0.7320396618676352,0.12701861244190693,1.792782193719059,-0.24209924346924128,-0.2971587004068015,-0.3329091581504551,0.01861547411285631,0.006980802792321116,0.0,0.0
sp_dp,rf,al,0,0.47611977440324893,0.8919583875788651,0.15440614850126233,2.1553006565716486,-0.383692495829867,-0.3468644628309224,-0.3035347374331233,0.005235602094240838,0.0005817335660267603,0.0037037037037037034,0.06666666666666667
sp_dp,rf,al,2,0.5240076514409445,0.9391463048619576,0.1407228601608913,1.3509166730042887,-0.29068613614663863,-0.3148862860719637,-0.3164796986574011,0.004653868528214078,0.002326934264107039,0.0,0.0
sp_dp,lgbm,al,0,0.47046673728228283,0.9651168040533515,0.15602774540706102,2.4820240206551873,-0.3443041046842027,-0.3697540603700443,-0.3699802594978999,0.0034904013961605585,0.0,0.0018518518518518517,0.2
sp_dp,lgbm,al,1,0.5090100853589045,0.7251957369687124,0.12424305740744063,1.7431857174355687,-0.17037960495742788,-0.3007194290704449,-0.23446612854013066,0.015706806282722512,0.0017452006980802782,0.0018518518518518517,0.1
sp_dp,lgbm,al,2,0.5344546953039978,0.8863281230621594,0.14478936436809242,1.4560562669253148,-0.4176606236416499,-0.2783404668673355,-0.3032541350626524,0.005235602094240838,0.0023269342641070393,0.0,0.0
sp_dp,knn,al,1,0.4985825524169094,0.816134249727152,0.1186376029469642,1.7510384389451685,-0.32903451234996495,-0.3398323988516162,-0.38494339489648866,0.02152414194299011,0.004653868528214079,0.0018518518518518517,0.2
sp_dp,knn,al,0,0.4622181959703544,0.7965251884671635,0.14509900509216914,2.135536323593456,-0.3443395577868372,-0.32075236731275464,-0.3362527520573291,0.006399069226294357,0.0023269342641070384,0.0037037037037037034,0.4
sp_dp,knn,al,2,0.49682371401896186,0.8921476639024781,0.14601123252739237,1.2737484327405841,-0.23485610074305285,-0.2829811964470167,-0.25531034596294544,0.005235602094240838,0.002908667830133799,0.0,0.0
sp_dp,concat,al,3,0.44338491050708767,0.9766828216767867,0.15277787122998446,1.393633360096429,-0.2970609861982647,-0.3027677767806899,-0.2846864416527157,0.006980802792321117,0.001745200698080279,0.0,0.0
sp_dp,rf,al,3,0.4088922415640769,0.9615067623152153,0.15818112359200773,1.4908869192971606,-0.26481972487051597,-0.24128356267563905,-0.23100754724716407,0.009307737056428156,0.0040721349621873175,0.0037037037037037034,0.3
sp_dp,svm,al,4,0.44923284550791664,0.8228104324670874,0.130424654353806,1.4831491363174698,-0.23947678123620775,-0.27500027709722974,-0.25674749923656626,0.019197207678883072,0.008144269924374637,0.0018518518518518517,0.2
sp_dp,lgbm,al,3,0.41412774906324684,0.9792823748399072,0.15570842131222898,1.6248879948396424,-0.2250271802054249,-0.28986708294934116,-0.2297574537952612,0.005817335660267597,0.0011634671320535197,0.0,0.0
sp_dp,knn,al,3,0.4204323186358544,0.8802489547284216,0.1521128801352178,1.5655024774447206,-0.27751716855679176,-0.31240875725477846,-0.36104195739516204,0.004653868528214078,0.0011634671320535192,0.0018518518518518517,0.2
sp_dp,svm,al,0,0.473241649071566,0.9269090627988111,0.1685260271358291,2.2159455325818667,-0.2921308326279666,-0.3143481799678154,-0.27436833642760583,0.008144269924374637,0.005235602094240838,0.0,0.0
sp_dp,mlp,al,4,0.45459555215656605,0.9444864291769628,0.12423413438573336,1.5517089640455124,-0.2030924636085769,-0.28755105620996635,-0.23017154991497965,0.02326934264107039,0.013961605584642234,0.0037037037037037034,0.4
sp_dp,svm,al,1,0.48564819456858777,0.7286654560821009,0.1373109740925517,1.9227062761632994,-0.2904292158226175,-0.3525003317212052,-0.38915386737825386,0.01687027341477603,0.005817335660267596,0.0018518518518518517,0.2
sp_dp,svm,al,2,0.497505683779256,0.9481024358429067,0.1576708963862633,1.6063034436464634,-0.19063026120678728,-0.2803630989330393,-0.25607653050342505,0.005235602094240838,0.003490401396160559,0.0,0.0
sp_dp,ocsvm,al,4,0.44124176582056,0.7427998697949132,0.11861993698088993,1.638370507875207,-0.4037134394217209,-0.4341550672601564,-0.354062517447433,0.010471204188481676,0.0023269342641070393
sp_dp,mlp,al,0,0.4585205940875185,0.7757684439722073,0.15942173810351512,2.450320084677796,-0.3333308065377575,-0.37428587494491716,-0.3463343636882906,0.005235602094240838,0.0011634671320535197,0.0,0.0
sp_dp,out_if,al,4,0.45859701921169604,0.9196982590514956,0.11600889393110962,1.3349467805335424,-0.378315815003758,-0.39029905024641437,-0.34676957422885,0.02210587550901687,0.012216404886561956,0.0018518518518518517,0.2
sp_dp,ocsvm,al,0,0.45708305146622036,0.8037254975427492,0.14734897176204453,1.9707630410985388,-0.3146158818679816,-0.33684559695609473,-0.3645373933478736,0.004653868528214078,0.0011634671320535192,0.0,0.0
sp_dp,mlp,al,1,0.49347822527509594,0.7270656027642907,0.13310827019510715,1.7124616798746337,-0.2699987680586996,-0.3007892869453783,-0.2938287067406872,0.014543339150668994,-0.0005817335660267594,0.0018518518518518517,0.2
sp_dp,out_if,al,0,0.47723070935074374,0.8497027814734364,0.14427399936535804,2.0351934774764384,-0.38785708746285186,-0.3072523101550071,-0.3712663522524793,0.0075625363583478765,0.0029086678301337987,0.0,0.0
sp_dp,mlp,al,2,0.5163068943674347,0.8711597144594893,0.15422755673061284,1.4470685655121283,-0.303600202967265,-0.30090360960100315,-0.27387254326927946,0.004072134962187318,0.0017452006980802795,0.0,0.0
sp_dp,ocsvm,al,1,0.5028347841483805,0.8439556531856928,0.13322987094727481,1.5404299973136169,-0.41303528859953664,-0.3630795463214206,-0.3025120320405008,0.009889470622454915,-0.0011634671320535205,0.0,0.0
sp_dp,ocsvm,al,2,0.5095199264924964,0.7817606214547557,0.13806703100362805,1.4689838192423823,-0.36666998844095,-0.31573655779790943,-0.30571912019607717,0.002326934264107039,0.0,0.0,0.0
sp_dp,out_if,al,1,0.5124418901560226,0.8637292919059073,0.11870518917555051,1.5932375808166839,-0.24744332855706508,-0.3289749563836912,-0.3383139638193068,0.02152414194299011,0.00174520069808028,0.0,0.0
sp_dp,out_if,al,2,0.5404841199252274,0.7847065198210393,0.14617359915976275,1.245413289377809,-0.3234980931998732,-0.39477671602273157,-0.33309857104447554,0.006980802792321117,0.001745200698080279,0.0,0.0
sp_dp,svm,al,3,0.4458397133033502,0.9826561595915578,0.15277787122998446,1.4536913736243298,-0.2715355219436001,-0.36691678259537475,-0.2666077251732336,0.0075625363583478765,0.0005817335660267594,0.0,0.0
sp_dp,mlp,al,3,0.44495131506580743,0.9001374333852799,0.16241870077277065,1.5641842016615963,-0.22790299264747949,-0.33753177917457977,-0.29910220422146516,0.005817335660267597,0.001745200698080279,0.0018518518518518517,0.2
sp_dp,ocsvm,al,3,0.40870361070669237,0.8197657224288741,0.1522274701391171,1.407100646522682,-0.28821336046724233,-0.3539772048404166,-0.3188797999983562,0.0034904013961605585,0.0005817335660267598,0.0018518518518518517,0.2
sp_dp,out_if,al,3,0.44353415701244403,0.9765720677884874,0.15277787122998446,1.397164141077577,-0.22858446754224226,-0.29542560570327614,-0.2560688655312774,0.0075625363583478765,0.003490401396160558,0.0,0.0
sp_dp,concat,al,5,0.43797033580109945,0.9773604711730477,0.143747234677127,1.5607698556958125,-0.251104729384941,-0.38126795007602216,-0.2762805826602268,0.006399069226294357,0.001745200698080279,0.0,0.0
sp_dp,concat,al,6,0.5060458707525987,0.7294575843416783,0.11728315406739774,1.307217106777423,-0.3155808650290074,-0.34549236945717654,-0.37869220237453716,0.012216404886561954,0.0040721349621873175,0.0018518518518518517,0.2
sp_dp,rf,al,5,0.4289765897659774,0.8356315024270834,0.14485030714720726,1.711383218800405,-0.28633006353998025,-0.3018094025098954,-0.31158745860437675,0.004653868528214078,0.0011634671320535192,0.0,0.0
sp_dp,rf,al,6,0.5098293112523512,0.7992478838330801,0.12457765796504033,1.4028453247405364,-0.25806556255811963,-0.4032318086713681,-0.34527273126633107,0.011634671320535195,0.004653868528214078,0.0018518518518518517,0.2
sp_dp,lgbm,al,5,0.43268226707253976,0.7990659758088716,0.14753810324318029,1.7041034526432404,-0.14071362739728766,-0.29963281369367234,-0.27827645753233937,0.005235602094240838,0.0023269342641070393,0.0,0.0
sp_dp,lgbm,al,6,0.47982121972007374,0.9685238179451935,0.12623408481907183,1.497476402774161,-0.36695300526609387,-0.38645810690545,-0.37242461944621624,0.010471204188481676,0.003490401396160559,0.0018518518518518517,0.2
sp_dp,knn,al,5,0.41681403418491453,0.9821787593228072,0.14400345267681006,1.5267538034871293,-0.3088147993774103,-0.3078541450405672,-0.2639759252054993,0.005235602094240838,0.0005817335660267603,0.0,0.0
sp_dp,knn,al,6,0.4745884399735591,0.7792973753527365,0.11790824134608403,1.6388223554238013,-0.3005032742224095,-0.32342490977227234,-0.28954895036136113,0.009307737056428156,0.0023269342641070384,0.0018518518518518517,0.2
sp_dp,concat,al,8,0.49205518388122504,0.8954143629676179,0.11187467874298745,1.3361974077717984,-0.2586019108196047,-0.31484082946032194,-0.33222306162317705,0.02326934264107039,0.011052937754508435,0.0018518518518518517,0.2
sp_dp,rf,al,8,0.47414270508320294,0.7367846574615855,0.12026064698362048,1.4453908596822904,-0.17072576537587114,-0.1853065192669323,-0.1807778016205661,0.02036067481093659,0.009889470622454915,0.0,0.0
