model,data,partitions,rep_idx,time,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
synthpop,dm,1,4,8.378718137741089,0.06819405460899353,0.2834661628864034,0.019692713227157686,2.987164660209285,0.0007002801120448154,-0.053303290629373806,-0.04646362693469219,0.09777777777777778,-0.048888888888888885,0.6142857142857142,0.5638009049773756
synthpop,dm,1,5,9.419041872024536,0.05666021053656496,0.9197180017444526,0.020251617866677563,3.0545239704423035,0.004201680672268893,-0.08040912793742083,-0.041432251583797985,0.15555555555555556,-0.013333333333333336,0.4428571428571428,0.48166666666666663
synthpop,dm,1,3,10.586272239685059,0.029422572118602084,0.558591234723878,0.023949867369451466,3.1059717077269706,-0.0014005602240896309,-0.05635111342562826,-0.03939739139350518,0.13777777777777778,-0.01777777777777778,0.5428571428571428,0.6070850202429149
synthpop,dm,1,1,11.757949113845825,0.03643807977863765,0.10767249220431833,0.020628135958512362,3.023751716071011,0.0028011204481792618,-0.09342485405557902,-0.03102868910616935,0.16,-0.013333333333333336,0.6,0.5381191950464397
synthpop,dm,1,2,11.641052722930908,0.04604327176012982,0.356198792073902,0.03213393649166231,2.9546230465437406,0.0,-0.10228147266155826,-0.05305701854871542,0.14222222222222222,-0.04000000000000001,0.5571428571428572,0.5181959706959708
synthpop,dm,1,0,11.515289783477783,0.0634197287430193,0.12377038522719594,0.02321911267910097,2.9596504425008017,-0.00903694811257838,-0.08418444016522228,-0.06573090528169256,0.1688888888888889,-0.013333333333333336,0.5142857142857143,0.5080128205128205
synthpop,dm,1,6,8.276057481765747,0.055340376120287305,0.7859468664504736,0.017717140842552763,3.0173929641813113,-0.013305322128851493,-0.07126106816487038,-0.025217948368746357,0.16444444444444445,0.0,0.48571428571428565,0.49834008097165994
synthpop,dm,1,7,8.483419418334961,0.025424215176622706,0.10348447730099808,0.01910874845017269,2.91742331910247,-0.006302521008403339,-0.07546760952621409,-0.030126275740558206,0.16,-0.00888888888888889,0.4,0.46862803862803865
synthpop,dm,2,0,5.881502628326416,0.11060684382263536,0.3441595649556129,0.03064065541918227,4.26450093109253,0.003501400560224077,-0.12627732808643502,-0.016841271275174874,0.09333333333333334,-0.00888888888888889,0.35714285714285715,0.43809523809523815
synthpop,dm,2,1,6.298468828201294,0.2004928525933023,0.704929306981624,0.024711175048040847,4.584113384957499,-0.0012004801920768582,-0.07665152979938486,0.005222751272718595,0.08,-0.039999999999999994,0.4,0.49264069264069266
synthpop,dm,1,8,9.487741470336914,0.03662427721698076,0.19563642484781954,0.018101518938372092,2.877781088992778,0.0007002801120448154,-0.10868496781762443,-0.06540438030212738,0.19555555555555557,0.026666666666666672,0.45714285714285713,0.5842424242424242
synthpop,dm,1,9,10.091692447662354,0.05264894445545716,0.3145812394069101,0.030527227454622795,3.0550912270337434,0.0007002801120448154,-0.053610258537846234,-0.024016704492592078,0.1511111111111111,-0.004444444444444445,0.5285714285714286,0.5438827838827838
synthpop,dm,2,2,5.074844837188721,0.043641828713536376,0.4510990484033784,0.02188407552689511,4.144049607715424,6.669334400433158e-05,-0.13124387454361616,-0.01049745940451935,0.10222222222222223,-0.039999999999999994,0.3857142857142858,0.4348767022451233
synthpop,dm,2,3,4.911637783050537,0.3205704860922327,0.339439597631019,0.018361243945298356,4.428742537208827,0.004201680672268893,-0.14589683787344965,-0.08826454976375903,0.07555555555555556,-0.03555555555555555,0.5,0.5091228070175438
synthpop,dm,2,4,5.283018350601196,0.07208754221202861,0.1252041168708326,0.020915819896607124,4.082421714211703,-0.3700146725356809,-0.42079588728106876,-0.4108117845407663,0.09777777777777778,-0.03555555555555555,0.4714285714285714,0.5061965811965812
synthpop,dm,2,5,5.436566114425659,0.23218429705239885,0.6431756722534946,0.018310941854699732,4.5025751471710365,0.003501400560224077,-0.09599668444040771,-0.04482252081646221,0.08888888888888889,-0.01777777777777778,0.47142857142857136,0.5144444444444445
synthpop,dm,2,6,5.576488018035889,0.03218142943715127,0.32497163265100776,0.03303885570953071,4.202010753603286,-0.4281379218354008,-0.33131312152870984,-0.28194544609351213,0.08888888888888889,-0.04444444444444444,0.5142857142857142,0.5442910031145325
synthpop,dm,2,7,5.705533027648926,0.2329624382359212,0.7871777590097944,0.0325968963886557,4.358182978508147,-0.17640389489128994,-0.2470813769175596,-0.20447259509149157,0.06222222222222222,-0.07111111111111111,0.5,0.516904761904762
synthpop,dm,2,8,5.16091251373291,0.16263566237824062,0.5658294782158778,0.029126268968976705,4.418992320840716,-0.3580432172869147,-0.32482592890931056,-0.316565625904792,0.09777777777777778,-0.03555555555555555,0.48571428571428577,0.5324242424242425
synthpop,dm,2,9,4.890803098678589,0.18165991650594215,0.6242901038612917,0.029708642404646168,4.6715152919295875,-0.23869547819127646,-0.38495876076611885,-0.34035147038666963,0.06666666666666667,-0.04444444444444444,0.4,0.4793939393939394
synthpop,dm,3,0,4.497302293777466,0.11834876655838004,0.3540575236511721,0.029702147314414423,4.351035249385549,-0.48949579831932777,-0.4099696635399571,-0.40005359357287157,0.07111111111111111,-0.022222222222222227,0.5,0.5842521367521367
synthpop,dm,3,1,4.747480869293213,0.13317949463797735,0.3379667836116592,0.020648578907360597,4.544437484084163,0.004201680672268893,-0.08055894971001798,-0.10593429023475659,0.07111111111111111,-0.04444444444444444,0.34285714285714286,0.4486363636363636
synthpop,dm,3,2,4.716416120529175,0.11683544818315086,0.6229562695040742,0.029389540316386117,4.647538282957223,0.0,-0.1771785302455748,-0.11201248500797661,0.04,-0.06666666666666668,0.4,0.5709090909090909
synthpop,dm,3,3,4.553760766983032,0.2588784854366066,0.6719727096361799,0.02279461182280184,4.362157526092216,0.004201680672268893,-0.04487663684517679,-0.033021103291598575,0.08,-0.026666666666666672,0.4285714285714285,0.48268202385849446
synthpop,dm,3,4,4.39481258392334,0.2510955020752497,0.5557252028488872,0.029519145660817862,4.669604750285641,-0.5927704415099373,-0.4496404653008208,-0.39086040055560367,0.057777777777777775,-0.0488888888888889,0.47142857142857136,0.5965079365079365
synthpop,dm,3,5,4.462928295135498,0.2507269435623272,0.6148945365861594,0.021643292849166818,4.754792437550452,-0.36627984527144186,-0.33186599696181124,-0.3663056260288754,0.07111111111111111,-0.048888888888888885,0.4714285714285714,0.49428571428571433
synthpop,dm,3,7,4.3959033489227295,0.2753932109103341,0.6628161581280292,0.02376796067818699,4.960676875567299,-0.5036347872482326,-0.3850084344761888,-0.3720501282275631,0.06222222222222222,-0.03555555555555556,0.5428571428571429,0.5348776223776224
synthpop,dm,3,6,4.656160116195679,0.13238348622853943,0.3869565839424355,0.03037150440281024,4.40977860140892,-0.17843804188341994,-0.26049915306134086,-0.2593750474494787,0.06666666666666667,-0.01777777777777778,0.45714285714285713,0.4590612002376708
synthpop,dm,3,8,4.753992319107056,0.2800420813513815,0.8881767674220725,0.017771437094910383,4.921024157324094,0.004201680672268893,-0.14467299058707553,-0.09316238786932861,0.057777777777777775,-0.057777777777777775,0.5142857142857142,0.5657541289120236
synthpop,dm,3,9,4.633507966995239,0.21703974186693425,0.7225927390652103,0.02120486531822832,4.345783641463092,-0.403828197945845,-0.39145831539372783,-0.32479366372282514,0.08444444444444445,-0.031111111111111103,0.41428571428571426,0.5165501165501165
synthpop,dm,4,0,4.308804750442505,0.2676885583862002,0.6961066059664803,0.015243941004835228,5.072030969336143,-0.45468187274909966,-0.3871905362781734,-0.3636729457436657,0.03111111111111111,-0.05333333333333334,0.4428571428571429,0.5024242424242424
synthpop,dm,4,1,4.111767768859863,0.13416027283347784,0.447061419500606,0.028865354708774764,4.8426686884022825,0.0021008403361344463,-0.1296786933417852,-0.1134726858339174,0.035555555555555556,-0.04,0.48571428571428577,0.4479454858866624
synthpop,dm,4,2,4.238827466964722,0.24443985430148044,0.8599817482349803,0.01815724526366794,5.075072010950835,-0.4575163398692811,-0.3756957930876428,-0.42929758502985677,0.02666666666666667,-0.05333333333333333,0.5285714285714286,0.5077020202020203
synthpop,dm,4,3,4.6714372634887695,0.2560054030542138,0.8985361111695686,0.019009207030970848,5.108272990666287,0.004201680672268893,-0.10140554088567677,-0.04675997523141745,0.035555555555555556,-0.044444444444444446,0.42857142857142855,0.506926406926407
synthpop,dm,4,4,4.206035614013672,0.28755441979718,0.6702151596024305,0.02942464267590797,4.940743964053968,0.004201680672268893,-0.09587926291518756,-0.05517784990316213,0.06222222222222222,-0.04000000000000001,0.42857142857142855,0.4934065934065933
synthpop,dm,4,5,4.470384836196899,0.07811134408048057,0.10166061613576392,0.027450552188340045,4.886012695979396,-0.5197078831532613,-0.3523907796325352,-0.41701529209350774,0.04888888888888889,-0.04,0.42857142857142855,0.5770673770673771
