model,data,step,rep_idx,time,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_cls_risk,utility,privacy
synthpop,bc,1,0,4.5648276805877686,0.169838542744953,0.008656232498240879,0.013295458638463181,0.009188371912066395,0.6042249145697421,0.40664802733768246,0.3349840447620921,3.9674446157616883,1.6541430133304833
synthpop,bc,2,0,10.674968004226685,0.47015439541288173,0.02982455215520774,0.05502903841915624,0.05766378112445439,0.5548306927617273,0.36564150357253805,0.33917934415651013,3.853564675006074,1.7403484595092247
synthpop,bc,3,0,10.294183492660522,0.9858979618333344,0.07461940556909885,0.1259310391615442,0.13045247297778592,0.4482758620689655,0.27648337993165584,0.34472271291655504,3.66078126594296,1.9305180450828234
synthpop,bc,4,0,10.163134574890137,0.6426390528575598,0.04280105024333858,0.053005660397618476,0.07448646854481275,0.4877291084187636,0.31065548306927615,0.3529605443214367,3.82435149537375,1.8486548641905234
synthpop,bc,1,1,4.6251373291015625,0.17562355266035545,0.00444031478671747,0.013588829567915545,0.012461056987764896,0.5986331158744952,0.409443926685306,0.33562397093337093,3.968046269052099,1.6562989865068278
synthpop,bc,2,1,10.493580341339111,1.0485920368790616,0.05194868855653145,0.055907486851065225,0.07470268847124914,0.5094749922336129,0.32774153463808636,0.3462787094299962,3.808702869147162,1.8165047636983045
synthpop,bc,3,1,9.726808071136475,0.77412905657264,0.03152507107056213,0.010456272041081321,0.00915424457038208,0.4989127058092575,0.3196644920782852,0.34787854446436084,3.9424133368465357,1.8335442576480965
synthpop,bc,4,1,9.769295930862427,0.7274652949283527,0.06299676059126347,0.09091807079234346,0.1425712407512351,0.5088536812674743,0.32059645852749297,0.34491072287282715,3.697451717074088,1.8256391373322056
synthpop,bc,1,2,4.618539094924927,0.13614970594735268,0.0028593292414060834,0.0074232039642609104,0.007200648558490452,0.596147872009941,0.4032308170239205,0.33836718072536354,3.981382237352948,1.662254130240775
synthpop,bc,2,2,10.78323769569397,0.4465882302271106,0.022063159048339887,0.02508290063384594,0.04692574482576409,0.5573159366262814,0.37030133581857716,0.3430259130642582,3.9022066269068243,1.7293568144908833
synthpop,bc,3,2,10.184862613677979,0.5664890134106341,0.042637406343362994,0.07847682502590178,0.09987136681202424,0.5178626902764834,0.33271202236719477,0.3403953793657589,3.7742936600402888,1.809029907990563
synthpop,bc,4,2,10.056106090545654,1.0251015912574708,0.05390582539251221,0.015589715305218688,0.01830978742761491,0.4563529046287667,0.2705809257533396,0.34793979461226887,3.9036521586141752,1.925126375005625
synthpop,bc,1,3,4.673201560974121,0.11427653453488977,0.011748002371394506,0.012192953217968983,0.007948277316034535,0.5930413171792482,0.4035414725069898,0.3346516508668399,3.967158462640145,1.6687655594469222
synthpop,bc,2,3,10.405296087265015,0.862065378584667,0.014992076005319155,0.010714936794456287,0.020516914409241555,0.5607331469400435,0.37433985709847784,0.33780716431335156,3.9465921946361107,1.727119831648127
