experiment,validator,threshold,data,rep_idx,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
sp_dp,rf_scikit,0.0,hp,0,0.2943394911550875,0.4068517869961993,0.1405285064212188,2.5783345538676614,-0.032380918744555065,-0.09098959976281827,-0.0038279023670475115,0.14389140271493212,0.07511312217194568,1.758006107634608,0.011594202898550725,0.4
sp_dp,rf_scikit,0.05,hp,0,0.2940374757264916,0.3900571928490713,0.1405285064212188,2.5733661212988,0.014792373031009443,-0.05300254669734525,0.00591943080969215,0.1411764705882353,0.06877828054298642,1.764464610985293,0.002898550724637681,0.2
sp_dp,rf_scikit,0.1,hp,0,0.29371258220946006,0.39778217125024495,0.1405285064212188,2.5691303855057797,0.04892098642098641,-0.07912784513158505,0.038050255357546955,0.13122171945701358,0.058823529411764705,1.7577974065894404,0.002898550724637681,0.1
sp_dp,rf_scikit,0.15000000000000002,hp,0,0.29381549727045436,0.3989327378853331,0.1405285064212188,2.5683210442797697,0.03412593298956934,-0.10445179668869625,0.024824566212249433,0.1321266968325792,0.0669683257918552,1.7604838065865807,0.0,0.0
sp_dp,rf_scikit,0.2,hp,0,0.29395409055058447,0.3941476106369858,0.1405285064212188,2.5629726156656236,0.018187263073626725,-0.07130854671881678,0.011728496004469305,0.14751131221719457,0.08144796380090498,1.7628662404302395,0.0,0.0
sp_dp,rf_scikit,0.25,hp,0,0.29368516323811833,0.39935474078899497,0.1405285064212188,2.5645145517655092,0.011150150354695798,-0.07833652738682703,0.009028333836968841,0.13574660633484162,0.06787330316742081,1.7701449725888774,0.002898550724637681,0.1
sp_dp,rf_scikit,0.30000000000000004,hp,0,0.2944742783275252,0.39724178214496053,0.14054606069615566,2.5654708929502625,0.03328668385486566,-0.0901452892682839,-0.0045770172329634845,0.14570135746606336,0.07330316742081448,1.7629846823445123,0.008695652173913044,0.5
sp_dp,rf_scikit,0.35000000000000003,hp,0,0.29437214325169875,0.39320252742972883,0.13976193169027157,2.5604641450405063,0.09046292512201615,-0.08692191560938449,-0.003247428598537147,0.13936651583710408,0.07330316742081448,1.7564405658806843,0.002898550724637681,0.2
sp_dp,rf_scikit,0.4,hp,0,0.2947813495142525,0.4052476984910417,0.13877675128389183,2.5566631669572493,-0.02737426714699437,-0.11121823454873521,-0.048965061721578315,0.14479638009049775,0.081447963800905,1.7510323206842855,0.008695652173913044,0.4
sp_dp,rf_scikit,0.45,hp,0,0.2995230024611615,0.43948285250135033,0.13888426831448525,2.570941078761479,-0.002160591933319189,-0.0863653687926211,-0.002357613970503561,0.14027149321266968,0.08325791855203621,1.7329772698280212,0.008695652173913044,0.4
sp_dp,rf_scikit,0.5,hp,0,0.2963301348756427,0.459036810767793,0.14147530882935655,2.5812874531513637,-0.04886937557392096,-0.07721174593715524,-0.005809853985683955,0.10135746606334842,0.05701357466063348,1.7054956858809607,0.005797101449275362,0.3
