model,data,step,rep_idx,time,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_cls_risk,utility,privacy
ctgan,bc,1,0,1945.5964331626892,1.0346796865126298,0.04849773465806517,0.06201156331240115,0.08265419602125718,0.37589313451382417,0.21217769493631564,0.4363455785862248,3.7982141752873377,1.9755835919636353
ctgan,bc,2,0,1029.696567773819,0.8980260174119082,0.024058955008048555,0.05558531695564209,0.05656938658181898,0.41037589313451384,0.23703013358185773,0.4383522246092727,3.8563027913093912,1.914241748674356
ctgan,bc,3,0,1795.6883118152618,1.3279288502242228,0.05538550105798812,0.06304490940442656,0.07189858376310942,0.2506989748369059,0.127058092575334,0.4759852961591031,3.798604932022607,2.1462576364286567
ctgan,bc,4,0,1469.3060686588287,2.2368735428287128,0.05112305650754734,0.05246545617913201,0.05492301031106825,0.11556383970177074,0.05591798695246972,0.47448578740194164,3.8228478641453467,2.3540323859438175
ctgan,bc,1,1,730.4550189971924,1.0524446595551353,0.046808306336945216,0.042370868510637344,0.05355006633203371,0.34265299782541164,0.18049083566324947,0.44691086009260295,3.8485003866574243,2.029945306418736
ctgan,bc,2,1,1837.6126782894135,0.818789420080262,0.046802686682420935,0.021947974828397943,0.033227706833621806,0.44144144144144143,0.26436781609195403,0.4099489444653373,3.891198386488224,1.8842417980012673
ctgan,bc,3,1,1760.7716891765594,1.364691707872186,0.07176688227892392,0.07819287215910936,0.08174326933978038,0.23951537744641194,0.12208760484622555,0.45948610521334715,3.756924545323251,2.1789109124940156
ctgan,bc,4,1,1365.0484068393707,1.5496235087837111,0.030546628171600143,0.0874051429616309,0.09828407404792186,0.1550170860515688,0.07207207207207207,0.4974871449180943,3.7708506255789827,2.275423696958265
ctgan,bc,1,2,585.566504240036,1.0586022005834395,0.025308391431659527,0.0689156504986699,0.08898070712279155,0.38055296675986333,0.2127990059024542,0.4301577314385342,3.8079735659420173,1.9764902958991484
ctgan,bc,2,2,1585.5376408100128,0.9327818008387246,0.032637927289061563,0.03866484153050434,0.05808726484677634,0.4237340789064927,0.25069897483690584,0.39767056484804153,3.8628367846600016,1.92789638140856
ctgan,bc,3,2,1392.0849885940552,1.257188421459665,0.021358499360738303,0.05003563276651346,0.06830189756620106,0.18701460080770427,0.08574091332712024,0.47817162385489376,3.849827400127717,2.249072862010282
ctgan,bc,4,2,2030.4457695484161,1.2810111518101426,0.05059148648078149,0.09520678556645223,0.10424703463268944,0.12550481515998757,0.06244175209692451,0.5025631866421084,3.7392796003883255,2.3094902461009794
ctgan,bc,1,3,765.6445453166962,1.0528238279050826,0.025886716652186226,0.055777037728270584,0.06310316813208125,0.3333333333333333,0.17365641503572538,0.4730055501237806,3.846459545588253,2.020004701507161
ctgan,bc,2,3,1369.049809217453,0.8390177938293166,0.02783050950323185,0.013570130942928305,0.03871554977916106,0.42342342342342343,0.24821373097235166,0.4144248146789403,3.912891994826101,1.9139380309252845
