model,data,experiment,partitions,rep_idx,time,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,mia_recall,mia_precision
datasynthesizer,dm,concat,1,0,6614.4612057209015,0.051506702713829386,0.21849995695708616,0.029661560109629715,3.245978310080693,-0.00770308123249297,-0.06000322484319262,-0.004801874679383089,0.32,0.1288888888888889,0.38571428571428573,0.5254390054390055
datasynthesizer,dm,concat,1,3,6738.847633838654,0.045320448547410117,0.6861699044111371,0.02754605368133107,3.1934161270597237,-0.011904761904761862,-0.09307897966254064,-0.0027889889811854307,0.3288888888888889,0.14666666666666667,0.5428571428571428,0.5830450251502883
datasynthesizer,dm,concat,1,2,6908.507232427597,0.05283752314597417,0.9162594708352,0.020763076200559307,3.356930001927605,0.0028011204481792618,-0.07725214349811699,-0.05182075123251592,0.25333333333333335,0.07111111111111112,0.3571428571428571,0.4616161616161616
datasynthesizer,dm,concat,1,1,6920.382263660431,0.024296930614789124,0.21688343899177295,0.029947608215242075,3.3771672588283184,-0.003501400560224077,-0.08105513467712477,-0.03580536872377563,0.25333333333333335,0.09333333333333335,0.45714285714285713,0.4820728291316527
datasynthesizer,dm,concat,1,4,7009.448716402054,0.023705154130004468,0.1431238429678551,0.030387046037139005,3.3534142290166877,-0.0021008403361344463,-0.09809470253172883,-0.11632798571598767,0.27555555555555555,0.08444444444444443,0.6285714285714287,0.5757596978185214
datasynthesizer,dm,concat,1,5,7150.713107347488,0.024310072393292317,0.7851551449770008,0.027486277207292808,3.474378085985746,-0.0021008403361344463,-0.11008541067054811,-0.04697656644401785,0.29777777777777775,0.10222222222222219,0.5285714285714286,0.5817858749437697
datasynthesizer,dm,concat,1,6,6205.775166273117,0.07383023617615615,0.14077798110365775,0.03166415083379036,3.4335939255660293,-0.0021008403361344463,-0.08372364460658177,-0.03339032161212477,0.2577777777777778,0.07999999999999999,0.48571428571428565,0.5053113553113553
datasynthesizer,dm,concat,1,7,6295.457749605179,0.017519145813631926,0.715495701884756,0.03147354142661342,3.404627586815772,-0.0056022408963585235,-0.08445526924690833,-0.06629837957676998,0.29777777777777775,0.11555555555555552,0.5285714285714286,0.5815584415584416
datasynthesizer,dm,concat,1,9,6463.452632904053,0.04365309033400468,0.6044905109204867,0.03005976058678774,3.5033256667852806,-0.00770308123249297,-0.09368775834380916,-0.11075808960540766,0.31555555555555553,0.1422222222222222,0.5142857142857143,0.5739035087719299
datasynthesizer,dm,concat,1,8,6507.074542760849,0.03748869191987004,0.06922195985607744,0.0276177327728108,3.424956785787808,-0.0014005602240896309,-0.08305628125720402,-0.05423143587031659,0.31555555555555553,0.1333333333333333,0.45714285714285713,0.4897435897435898
datasynthesizer,dm,concat,1,11,6336.038363695145,0.025791836891937717,0.07150493119890224,0.020273595692715595,3.372675351655373,0.004201680672268893,-0.08214409564403236,-0.017630984700329783,0.27111111111111114,0.07555555555555557,0.5142857142857143,0.5141399286987521
datasynthesizer,dm,concat,1,10,7668.769285440445,0.018875691726503663,0.07108583577096121,0.030096029999962554,3.1513910080689533,-0.004201680672268893,-0.044345276275477824,-0.04500379114875075,0.28888888888888886,0.11999999999999997,0.5428571428571428,0.5142857142857142
datasynthesizer,dm,concat,1,14,5835.483944416046,0.06236668024504076,0.22956915368056183,0.02873845719947426,3.371714480434743,-0.0021008403361344463,-0.04642033657648112,-0.025066591487166223,0.27555555555555555,0.10666666666666666,0.5,0.5194444444444445
datasynthesizer,dm,concat,1,16,5623.39999628067,0.040237115817771084,0.82438575189107,0.027426770975797495,3.486538516179497,-0.007002801120448154,-0.005289291945948932,-0.03042077296075066,0.29777777777777775,0.13777777777777775,0.45714285714285713,0.5723809523809524
datasynthesizer,dm,concat,1,12,7443.247725009918,0.07256394557360331,0.4743629792887391,0.021324468225633574,3.4018738758347706,0.0021008403361344463,-0.09188212040096191,-0.052833718831099885,0.28888888888888886,0.0933333333333333,0.6,0.5842857142857143
datasynthesizer,dm,concat,1,13,7343.5835745334625,0.05743874522046129,0.6643981360558378,0.019204010494738667,3.5055299293019737,-0.008836868080565496,-0.06896367062087852,-0.06884259889222705,0.27111111111111114,0.11111111111111113,0.42857142857142855,0.4602564102564103
datasynthesizer,dm,concat,1,15,7085.989312887192,0.0674449123890623,0.5284780525010695,0.02000010013536138,3.432600567401822,-0.0007002801120448154,-0.09369628461527521,-0.09949545814136414,0.27111111111111114,0.1377777777777778,0.5,0.5181478652066887
datasynthesizer,dm,concat,2,1,1593.9237961769104,0.07063650649318182,0.25502592437259913,0.030710172912986503,4.337112511372203,-0.41389889289048953,-0.3963115738572577,-0.36835378435116545,0.12,0.0,0.48571428571428577,0.5016865487453723
datasynthesizer,dm,concat,1,17,6340.028615951538,0.07229321315391024,0.09076770430745168,0.030117230959765845,3.3776653137721686,-0.007002801120448154,-0.03521041679384079,-0.06429977213869571,0.28,0.12888888888888891,0.45714285714285713,0.54
datasynthesizer,dm,concat,2,0,1547.988193511963,0.1171413209881342,0.47740353651744394,0.035432056599207805,4.707326156147772,-0.2594704548486061,-0.3305639893150772,-0.28806828699738585,0.12444444444444444,0.013333333333333336,0.37142857142857144,0.4902564102564103
datasynthesizer,dm,concat,2,2,1650.8887205123901,0.030898421596652716,0.08209018541227826,0.02923922478617518,4.258219230494508,6.669334400433158e-05,-0.08055368025197399,-0.05832156629109582,0.13777777777777778,0.00888888888888889,0.42857142857142855,0.5666666666666667
datasynthesizer,dm,concat,2,3,1794.5307664871216,0.17188109053496994,0.4193415680806352,0.02015356557563236,4.316205540725724,-0.004901960784313708,-0.04771782508366143,-0.017568427745599302,0.14666666666666667,0.026666666666666672,0.38571428571428573,0.4709523809523809
datasynthesizer,dm,concat,2,4,2292.9642276763916,0.13213776292785862,0.5817219154433152,0.0168547943741591,4.275504047566302,-0.33360010670935025,-0.29401307389661535,-0.2674230861995054,0.10666666666666667,0.004444444444444445,0.5285714285714286,0.5436208236208236
datasynthesizer,dm,concat,2,5,2082.547008752823,0.20264222837275928,0.6775422237476026,0.027252612373297576,4.381609651773923,0.0,-0.1172694549090944,-0.06606553908077158,0.1511111111111111,0.03555555555555556,0.38571428571428573,0.47502275502275504
datasynthesizer,dm,concat,2,7,1515.915810585022,0.18646632094595328,0.6579083914368942,0.027656734642755542,4.650200657353691,-0.34333733493397356,-0.26997860856809064,-0.2825019137721839,0.16444444444444445,0.022222222222222227,0.4714285714285714,0.5423076923076924
datasynthesizer,dm,concat,2,6,1676.9607894420624,0.12602745153880957,0.38419039504721136,0.027644271268068645,4.61168870577229,-0.18647458983593435,-0.26301479530748606,-0.225296516616768,0.16444444444444445,0.01777777777777778,0.48571428571428565,0.4633041958041958
datasynthesizer,dm,concat,1,18,7130.525286436081,0.012446570603383576,0.9646424113878297,0.016676276086753768,3.071066689946309,0.0015006002400960172,-0.04216490551076546,-0.08271240239357686,0.28444444444444444,0.08444444444444443,0.4714285714285714,0.5176470588235295
datasynthesizer,dm,concat,1,19,7161.919483423233,0.041528432634609265,0.4591856782751405,0.018300557450893,3.493994412569959,-0.0021008403361344463,-0.0937335795290459,-0.10675413879526188,0.30666666666666664,0.11999999999999997,0.5428571428571428,0.5905927405927406
