dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
arf,0.007334838305384993,0.01739413023386916,0.060932782342476226,0.0816712292367478,0.011251837086973304,-0.0587765681937549,0.009628415648980912,0.5342500636618284,0.33868092691622104,0.9459359277367171,0.483739837398374,0.5003955718276085
arf,0.007334838305384993,0.01739413023386916,0.060932782342476226,0.0816712292367478,0.011251837086973304,-0.0587765681937549,0.009628415648980912,0.5342500636618284,0.33868092691622104,0.9459359277367171,0.483739837398374,0.5003955718276085
arf,0.007334838305384993,0.01739413023386916,0.060932782342476226,0.0816712292367478,0.011251837086973304,-0.0587765681937549,0.009628415648980912,0.5342500636618284,0.33868092691622104,0.9459359277367171,0.483739837398374,0.5003955718276085
arf,0.007334838305384993,0.01739413023386916,0.060932782342476226,0.0816712292367478,0.011251837086973304,-0.0587765681937549,0.009628415648980912,0.5342500636618284,0.33868092691622104,0.9459359277367171,0.483739837398374,0.5003955718276085
arf,0.007334838305384993,0.01739413023386916,0.060932782342476226,0.0816712292367478,0.011251837086973304,-0.0587765681937549,0.009628415648980912,0.5342500636618284,0.33868092691622104,0.9459359277367171,0.483739837398374,0.5003955718276085
arf,0.01778996661561507,0.006550155611969097,0.006843662551897069,0.10908543729878112,-0.050908612659104846,-0.061829029391296725,-0.0002017803796594414,0.5337407690348867,0.33791698497580847,0.9509095364644502,0.4764227642276423,0.510403537325061
arf,0.01778996661561507,0.006550155611969097,0.006843662551897069,0.10908543729878112,-0.050908612659104846,-0.061829029391296725,-0.0002017803796594414,0.5337407690348867,0.33791698497580847,0.9509095364644502,0.4764227642276423,0.510403537325061
arf,0.02795492369469464,0.019071702722673285,0.004239982364131583,0.11225715685718166,-0.04146978553281089,-0.07165176830157421,0.004780612957512462,0.5273745861981156,0.33766233766233766,1.0070520080403982,0.45691056910569106,0.49779375629271366
arf,0.013584155790657361,0.009677637803309453,0.0033475164161371547,0.10305215196650207,-0.005653034641279642,-0.05700398875141119,0.004938445445767617,0.5301757066462949,0.33638910109498343,0.9842197343052959,0.47479674796747967,0.502133597684733
arf,0.01470088860772279,0.003924089565917658,0.005374390662603664,0.09757168571249927,0.014311807236531915,-0.0695401270075349,-6.718973395601624e-05,0.5327221797810033,0.3346065699006876,0.9454231008360571,0.456910569105691,0.4843219822699817
tvae,0.03141058628489773,0.060794802878734,0.07651615066568529,0.3232394311032958,-0.033563346780901004,-0.05628916893203806,0.000134168841786797,0.4553093964858671,0.2770562770562771,0.9511363607723786,0.31382113821138213,0.5407618358804066
tvae,0.01793430851621642,0.06619464688384559,0.07983632699176142,0.3396015763170589,-0.06482067858361118,-0.05691225419614675,0.007718045777986252,0.45938375350140054,0.27960275019098546,0.949370390322951,0.3195121951219512,0.5379991996798719
tvae,0.01793430851621642,0.06619464688384559,0.07983632699176142,0.3396015763170589,-0.06482067858361118,-0.05691225419614675,0.007718045777986252,0.45938375350140054,0.27960275019098546,0.949370390322951,0.3195121951219512,0.5379991996798719
tvae,0.03887151740904844,0.02286229449199089,0.01926809755031612,0.23202790466537906,-0.046022832116196954,-0.0666803263351155,0.000134168841786797,0.46320346320346323,0.283677107206519,0.9663157296832084,0.3317073170731707,0.5430066063512701
tvae,0.018621404714036137,0.015335138340750365,0.0849129249828294,0.2986721444094773,-0.054496060189049955,-0.06626138686497399,0.004713563604272428,0.4387573211102623,0.2633053221288515,0.8792953730611072,0.28292682926829266,0.5486126920750671
tvae,0.02511932797767321,0.03720775518341467,0.07600422321557906,0.4537491299239859,-0.04836369823343689,-0.06890586466221754,-0.0001344498236544034,0.4497071555895085,0.27069009421950596,0.9527488492990834,0.3203252032520325,0.5172267756553307
tvae,0.09395067480897089,0.1142795210127177,0.07796497735238732,0.388836785961929,-0.07355239584955287,-0.07208956088867767,0.005032715707911098,0.43391902215431627,0.2546473134708429,0.9442140065599232,0.28861788617886186,0.5063907094669494
tvae,0.021215962624370383,0.05534094917231444,0.08495361240111717,0.3141817810343805,-0.1338007588450465,-0.049923642992192874,6.711948854676297e-05,0.43137254901960786,0.2582123758594347,0.9022195974925258,0.34308943089430893,0.5359191388528534
tvae,0.021215962624370383,0.05534094917231444,0.08495361240111717,0.3141817810343805,-0.1338007588450465,-0.049923642992192874,6.711948854676297e-05,0.43137254901960786,0.2582123758594347,0.9022195974925258,0.34308943089430893,0.5359191388528534
tvae,0.018259088444940716,0.07923657423291182,0.07837103725302447,0.4808912722859477,-0.09141213920874658,-0.0656464410812517,0.004938445445767617,0.44690603514132926,0.2689075630252101,0.995428843330349,0.3073170731707317,0.5225599398727636
ctgan,0.0029129075498724507,0.05386635985323104,0.012806689754175442,0.22032212292400655,-0.035758441287279785,-0.06010976008846086,0.018893767995152105,0.41965877259994905,0.24624395212630504,1.0946471603017132,0.3788617886178861,0.5263360790750904
ctgan,0.029091223033280177,0.007689394192556297,0.015742214785703725,0.24885653509942499,0.008399522535189385,-0.05661300385830331,0.009151045945403655,0.43672014260249553,0.25744843391902217,1.069001569748112,0.3414634146341463,0.5010041466793185
ctgan,0.03287261477126536,0.05961129647608709,0.03259318707674864,0.30591279952404865,-0.031029063739775764,-0.06094022373793373,0.004626069858331236,0.3593073593073593,0.19913419913419914,1.2714722114941996,0.2691056910569106,0.5150542001170717
ctgan,0.026135807560370858,0.010114105831565889,0.0265556416156252,0.21988673561074126,-0.06209319759142462,-0.06088764895402407,0.01768016896492247,0.3789152024446142,0.21263050674815379,1.2843650304806198,0.2991869918699187,0.48420983287334973
ctgan,0.02308635386392393,0.019095861786653255,0.013070380636375233,0.24540804088299578,-0.04406282963519803,-0.07057337107054294,0.004938445445767617,0.4435956200662083,0.26177743824802646,1.1167136467975627,0.3577235772357724,0.5086616737251932
ctgan,0.03159259256601667,0.006274145306171386,0.017261325040106,0.23883606763381862,-0.03747563180622793,-0.05323900930844194,0.033066094104590424,0.41889483065953653,0.24089635854341734,1.0970713490731354,0.3065040650406504,0.49348460128144733
ctgan,0.048610938278607144,0.0066451980069105005,0.014070982219664142,0.23295588825924576,-0.037637598961615004,-0.06867179564817978,0.004646444115725665,0.3850267379679144,0.2108479755538579,1.2735091109459644,0.28211382113821143,0.485308259235907
ctgan,0.027569553809078766,0.032243374417171324,0.043857676406665456,0.2312128892107191,-0.007046089892217666,-0.05996817806761623,6.711948854676297e-05,0.385790679908327,0.21517697988286227,1.1375826844619275,0.2739837398373984,0.4741302653425299
ctgan,0.014317272178806233,0.06154368254651828,0.04849784947166447,0.2903613500684415,-0.02653100543803244,-0.06949117436651187,0.004180407540518891,0.3827349121466769,0.2141583906289789,1.159629731908503,0.2650406504065041,0.4917446862901408
ctgan,0.023204657068231653,0.01430356937805687,0.015656082771685696,0.24487686958286162,-0.0003631255060108085,-0.06902638290330655,0.021967873658782,0.408454290807232,0.23020117137764198,1.2374379386678054,0.27317073170731704,0.49639707155745505
