dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.02675723750696603,0.45284763291090413,0.004452911453308302,0.4343452379704934,-0.008776767962264898,-0.03769366809348518,-0.01519856572822853,0.5671902268760908,0.3653286794648052,0.9842018678796862,0.5537037037037037,0.5409073712005966
synthpop,0.031982753032498666,0.9972661639437562,0.005282636381423792,0.44941758834169293,-0.002352168711229008,-0.043304385966995235,-0.015544562274548673,0.5543920884235021,0.3525305410122165,0.9860861740659999,0.5333333333333333,0.5360652565371224
synthpop,0.032947785008351056,0.4509977778722495,0.003350650013550809,0.4941505756535239,-0.0010117547698403895,-0.03686901364899167,-0.003937011141767949,0.564281559045957,0.3624200116346714,0.9902676390287873,0.512962962962963,0.5278165088917854
synthpop,0.0229113026125186,0.5252040349644814,0.0036149283420166653,0.4190488790896126,-0.0013444667183267756,-0.037868691496628415,-0.010956983520764685,0.5631180919139034,0.35660267597440365,0.9739587108244587,0.5166666666666666,0.5168350168350168
synthpop,0.02755023657402722,0.37762406298128093,0.004375122555370851,0.4527580728917805,-0.008919179111486875,-0.034383699363079584,-0.012173193148514172,0.5805700988947062,0.3856893542757417,0.9872627008378378,0.5259259259259259,0.5558830717762181
synthpop,0.03592679474923221,0.9397686094158236,0.004973806772020106,0.5069182774502652,0.002958739996337667,-0.035138011056888685,-0.006495991389129624,0.5759162303664922,0.3688190808609657,0.9785549532721177,0.5074074074074073,0.5269509723173792
synthpop,0.0274303042214906,0.620543845925032,0.003506010249101538,0.4326894853705606,-0.0016933113591836024,-0.04875054195929057,-0.01134216536569918,0.576497963932519,0.3752181500872601,0.9766839159142735,0.5277777777777779,0.49172182684895904
synthpop,0.02487474892679534,0.9478253393715259,0.0038452181655428616,0.4458974641516396,-0.0008727684579518113,-0.04425246783015424,-0.007273865956500286,0.5700988947062245,0.36940081442699246,0.9722730953483263,0.5203703703703704,0.5207771251022836
synthpop,0.026671375480928034,0.6224050949843762,0.004714466359475814,0.4334966211059924,0.005147670500019519,-0.046764530351569605,0.002334095470939823,0.5503199534613147,0.35543920884235014,0.9860025937482095,0.5777777777777777,0.5400810613583702
synthpop,0.019475083897585465,0.530761422053231,0.00495045704528811,0.3927290066608414,-7.377371858519055e-05,-0.04283497956305607,-0.0024326997954659257,0.5660267597440373,0.36707388016288545,0.9981105046537248,0.5537037037037037,0.5302624859911361
