dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.010702791437313262,0.20098751532810868,0.008447507700839437,0.3094001574418125,0.005216942148760395,-0.0908563335720862,-0.0021873066816649883,0.5647058823529412,0.3610859728506787,0.9594031928787109,0.5565217391304348,0.5456194021275179
synthpop,0.013766302209995657,0.6011253606285173,0.005264229217678364,0.3482751163106636,0.032365687763415085,-0.07965536043042469,-0.0047698507490626235,0.5855203619909503,0.3755656108597285,0.952845670208236,0.48985507246376814,0.5191250339181568
synthpop,0.022378029312157374,0.23478991278068637,0.00520306366290551,0.38840675587812257,-0.000530361893998299,-0.08932546795204352,-0.006757429268057877,0.5638009049773756,0.3647058823529412,0.9584040900968994,0.5333333333333333,0.5214154359354508
synthpop,0.014993964149052543,0.30731638313596094,0.007207023432926076,0.3588505894764239,-0.007932030091120923,-0.0855281662216961,-0.01721308528386245,0.5592760180995475,0.3547511312217195,0.95145912493982,0.5246376811594202,0.5167779133677217
synthpop,0.015306899177316886,0.6095757297337434,0.006567298458044376,0.39334715339017173,-0.0008280650326104588,-0.07317931071773484,-0.010940246083246327,0.5520361990950227,0.35927601809954757,0.9581545778699129,0.5014492753623189,0.5227149027413647
synthpop,0.029522596107053344,0.5468473731064799,0.007311866532315783,0.3943034261231116,-0.02506613756613757,-0.09532156363263157,-0.021230405620346324,0.5710407239819004,0.35746606334841624,0.9500148088794109,0.45507246376811594,0.491431805319751
synthpop,0.02575984397011476,0.19618653608524653,0.006822050239372555,0.41326920286046104,-0.014069747592474813,-0.06950404005212854,-0.01519865556627692,0.5882352941176471,0.39185520361990955,0.9529211327812314,0.518840579710145,0.5377475995991654
synthpop,0.020162168181071777,0.6332606137382352,0.005798606730074712,0.3894584168839067,0.03633935508935515,-0.08579814709682734,-0.0022589124437290137,0.5900452488687783,0.3945701357466064,0.9557914384836999,0.5014492753623189,0.5114449270479386
synthpop,0.02341799597251669,0.2927751047885365,0.004670889478641567,0.42739058511193523,-0.04433907842998752,-0.07427918526609589,0.00521785287977912,0.5665158371040724,0.36199095022624433,0.9431194625325405,0.5043478260869565,0.48851868720487995
synthpop,0.021634485000032917,0.43506841080180936,0.006305312057750004,0.3950682862669972,0.0045068357568357476,-0.08507839855994942,-0.008695664205006323,0.5746606334841629,0.3764705882352941,0.9481186483752251,0.5159420289855073,0.5003858968219618
dpgan,0.24335141203246333,0.5138092380259974,0.25823736907660494,2.751682844774888,0.026875523466432627,-0.348374761758624,-0.25257890057471966,0.004524886877828055,-0.0018099547511312214,1.9004812641494855,0.0,0.0
