dataset,pca_eigval_diff,pca_eigvec_ang,avg_h_dist,corr_mat_diff,auroc,avg_F1_diff,avg_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.046815950049423474,0.10383816943204047,0.036845014517472165,0.6585060506300624,0.0029647058823528694,-0.07279008867211798,-0.03354989383442894,0.5578512396694215,0.34297520661157027,1.026138977232626,0.4875,0.5221566838958144
synthpop,0.04249571241759892,0.038238315195116085,0.01990444424207016,0.6176997879239938,-0.007882352941176451,-0.09797558432095269,-0.0562696036226116,0.5867768595041323,0.3842975206611571,1.0037179428604086,0.5625,0.5829864253393665
synthpop,0.0635083008371555,0.11662906778579474,0.014457945242421857,0.7715557180222645,-0.048847058823529466,-0.1043849250142222,-0.0895252916171416,0.5785123966942148,0.3471074380165289,1.0341662210842644,0.5625,0.6238875598086124
synthpop,0.05163234137235208,0.07797821816506698,0.017640243519207476,0.6027602811343928,-0.045411764705882374,-0.08585169392075309,-0.06870843880398436,0.5950413223140496,0.3760330578512397,1.0091352270739955,0.425,0.48431372549019613
synthpop,0.034828002146826374,0.03226571525513573,0.0177465272178006,0.4817929727010639,-0.04098823529411766,-0.06571049682344554,-0.0770726870345314,0.5537190082644629,0.347107438016529,0.951148111419915,0.5875,0.5489286729184427
synthpop,0.05175610464785543,0.024179457752723826,0.01537070641293603,0.6368842578868918,-0.0004235294117648225,-0.05558399387181237,-0.057077639666254565,0.6033057851239669,0.39669421487603307,0.9583926144796165,0.6875,0.5985749540090636
synthpop,0.06603808413872156,0.04950372168325885,0.032828090781389305,0.645355469349895,-0.03122352941176465,-0.08152691301549034,-0.06140968742970279,0.5743801652892562,0.38429752066115697,0.9078249055604136,0.525,0.4996783625730995
synthpop,0.038741491058485816,0.04324862470079669,0.02914675169005377,0.6252989608397842,-0.007529411764705896,-0.07732523802094357,-0.06028082670448534,0.6198347107438017,0.4008264462809918,0.9907060672138033,0.525,0.5855899552803578
synthpop,0.0635083008371555,0.11662906778579474,0.014457945242421857,0.7715557180222645,-0.048847058823529466,-0.1043849250142222,-0.0895252916171416,0.5785123966942148,0.3471074380165289,1.0341662210842644,0.525,0.538129713423831
synthpop,0.06038274311356885,0.04100214758688316,0.06405036409878491,0.632203441968197,0.008776470588235274,-0.09782863846630088,-0.07678215329949586,0.5743801652892562,0.35537190082644626,1.0332453805890378,0.4125,0.560515873015873
