dataset,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.9009907102864618,0.026528258362168322,0.09400750562106178,0.09384580312029453,0.5711610486891385,0.3932584269662921,1.1705908463207735,0.6411764705882353,0.5839971761062148
synthpop,1.0759867740328848,0.004138679693330594,0.032378550157907776,0.08651060435543367,0.5561797752808989,0.37453183520599254,1.1633211678832114,0.5117647058823529,0.5065571345089221
synthpop,0.9297458883013916,0.05594002306805079,0.051693657135433474,0.09512066852156204,0.5655430711610487,0.37453183520599254,1.0364963503649633,0.511764705882353,0.5509777923084375
synthpop,1.2018714725211612,0.005694925028835063,0.07016175727175358,0.04685365567518737,0.5711610486891385,0.3857677902621722,1.0860606920829854,0.5411764705882354,0.5288893793915315
synthpop,1.0815344353179297,0.012869544102470654,0.030291413539354467,0.1211577864406145,0.5561797752808989,0.3707865168539326,1.1879562043795615,0.5411764705882354,0.5490429060187124
synthpop,0.956281440689336,0.014129181084198361,0.03357653928760515,0.09780209936000037,0.5599250936329588,0.37265917602996257,1.2034671532846715,0.5352941176470589,0.531189156488612
synthpop,0.9151181174719579,0.061153969784635165,0.08406552278609278,0.06353937902811449,0.5767790262172284,0.38389513108614226,1.1201030794835969,0.5294117647058822,0.5033893309755378
synthpop,1.1398532117212667,0.06678200692041525,0.05100888154600394,0.07630824229848468,0.5823970037453183,0.3857677902621722,1.0182481751824817,0.5058823529411764,0.5112064330737857
synthpop,1.0337650692321807,0.030709342560553687,0.04876901812649956,0.11082738476731113,0.5936329588014981,0.40074906367041196,1.0364963503649636,0.5470588235294118,0.5102546907810066
synthpop,1.0795339414206182,0.060141703740319685,0.04269503244775846,0.031012919877505235,0.5617977528089888,0.3707865168539326,1.0311496350364964,0.5352941176470587,0.5459874380054697
dpgan,4.612486340257407,0.37820844600816106,0.5378114667274881,0.6085639106813501,0.003745318352059925,0.0018726591760299626,72.29135159721687,0.0,0.0
dpgan,4.811015480651123,0.3314109957708573,0.6106529710099314,0.666250131438313,0.009363295880149813,0.0037453183520599256,80.43035372268054,0.0,0.0
dpgan,,0.8585945964838698,0.6066482006042884,0.7029559999118351,0.0,0.0,82.06695151595231,0.0,0.0
dpgan,4.661056013345617,0.7178564563080134,0.6285900891005007,0.6483247269397852,0.00749063670411985,-0.0018726591760299628,87.6515740798799,0.0,0.0
dpgan,,0.40155449176574665,0.594688875287343,0.5575847181466654,0.009363295880149813,0.0037453183520599256,83.06834254340407,0.0,0.0
dpgan,4.517669324585693,0.23385236447520186,0.6001373870581064,0.6001307451179803,0.0,0.0,84.77580879341781,0.0,0.0
dpgan,4.6181619622521035,0.2229152755013254,0.6920317985209443,0.6931606782744082,0.07865168539325842,0.04119850187265917,83.91183882300439,0.0,0.0
dpgan,4.572437930830645,0.5364557587740979,0.5580002691128796,0.5413739285921082,0.06554307116104868,0.02808988764044943,83.3616188650034,0.0,0.0
dpgan,4.566538613528811,0.666640698246963,0.6233141250204752,0.5986918224971739,0.011235955056179775,0.007490636704119849,76.94356590834248,0.0058823529411764705,0.2
dpgan,4.572437930830645,0.5364557587740979,0.5580002691128796,0.5413739285921082,0.06554307116104868,0.02808988764044943,83.3616188650034,0.0,0.0
dgms,2.2976725684109485,0.011822376009227198,0.12425341841298108,0.11246334434330577,0.009363295880149813,0.0056179775280898875,9.055865225680616,0.023529411764705882,0.7
dgms,2.5903846276633398,0.03143021914648203,0.09152519725820168,0.10413479741996443,0.013108614232209739,0.005617977528089888,10.143105844780452,0.029411764705882353,0.42000000000000004
dgms,2.3648661594501523,0.08131487889273348,0.07026715309879425,0.07678646079952092,0.013108614232209739,0.0037453183520599256,9.774620780671498,0.01764705882352941,0.2
dgms,2.3609593807531124,0.0403690888119953,0.0518317017658623,0.07439112906949871,0.016853932584269662,0.009363295880149811,10.67018970681887,0.01764705882352941,0.2333333333333333
dgms,2.4010095817337223,0.005406574394463681,0.13988777551876366,0.06675289321038938,0.0149812734082397,0.0037453183520599256,10.90401928439438,0.041176470588235294,0.6833333333333333
dgms,2.5092696757379542,0.031541123236624835,0.08519258749202765,0.09854908651900483,0.00749063670411985,0.0,9.129513125158875,0.023529411764705882,0.5
dgms,2.7267842551957773,0.044021530180699764,0.06607455484020769,0.05496229686944229,0.009363295880149813,0.0037453183520599256,9.756528964905266,0.0058823529411764705,0.2
dgms,2.6695758862929537,0.0911188004613609,0.09779048575656754,0.10061286156345366,0.011235955056179775,0.0037453183520599247,9.256225555748772,0.01764705882352941,0.5
dgms,2.3587838934696674,0.019690229032789497,0.10829755204027491,0.0708349502481794,0.0149812734082397,0.00749063670411985,12.190016203154197,0.023529411764705882,0.5333333333333333
dgms,2.3325731254590063,0.08621683967704719,0.04599634209307718,0.05473030385645841,0.0149812734082397,0.0037453183520599256,8.47392049906517,0.0058823529411764705,0.1
