dataset,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.5678310269089449,0.03345882352941165,0.020223900084594293,0.040399450800963826,0.6322314049586777,0.42148760330578516,0.917200237150262,0.575,0.5722689075630252
synthpop,0.5660446236592691,0.00894117647058823,0.021973836147822084,0.046234345185177494,0.5702479338842975,0.359504132231405,1.0266919837579465,0.5625,0.5791880341880342
synthpop,0.5835298948784907,0.03150588235294116,0.026344856058399313,0.0444223818802284,0.5950413223140496,0.38842975206611574,0.9638608346074442,0.5,0.4747368421052632
synthpop,0.5168144642443508,0.036800000000000055,0.0239259688500299,0.06485354790062103,0.5950413223140496,0.3842975206611571,0.9329575922470242,0.575,0.5839439946018893
synthpop,0.6303138654088419,0.021199999999999997,0.039730098686197396,0.0495449938911669,0.628099173553719,0.40082644628099173,0.9498578291019611,0.575,0.5686418157006392
synthpop,0.6527646376644115,0.02783529411764707,0.008264668819082971,0.06315755941608067,0.5702479338842975,0.36363636363636365,0.998337761707435,0.5625,0.5976282051282051
synthpop,0.5635445633352675,0.051576470588235224,0.021930216851745538,0.0814425856816319,0.5950413223140496,0.3842975206611571,0.9911640613801225,0.4875,0.4853264382676147
synthpop,0.5452405427552254,0.02003529411764704,0.029435940753145345,0.04454040117299782,0.5826446280991735,0.35950413223140487,1.0127483774743926,0.4875,0.5153235653235653
synthpop,0.6451558460485363,0.014329411764705924,0.033014771613800536,0.040813036948392334,0.5867768595041323,0.3801652892561984,1.023169249485592,0.55,0.5474190283400809
synthpop,0.5708326746602638,0.02472941176470589,0.03313702895487797,0.040895864359930784,0.5785123966942148,0.38842975206611563,0.9845326731488312,0.5375,0.5304005205320994
dpgan,1.5000432524847693,0.7240470588235294,0.34537210684546704,0.39958914525465716,0.04132231404958678,0.012396694214876033,2.1631995910834836,0.0375,0.3
dpgan,1.3359632295219137,0.3208,0.4161032938992617,0.4872894579066345,0.028925619834710745,0.008264462809917356,2.216368142770188,0.025,0.3
dpgan,1.6854109547751719,0.2852941176470588,0.41161382816416714,0.4942433179666206,0.05371900826446281,0.045454545454545456,2.25494120257645,0.025,0.1
dpgan,1.728016014970003,0.36778823529411764,0.40441727273904937,0.4091705833771113,0.012396694214876033,0.012396694214876033,2.4877765182310534,0.0,0.0
dpgan,1.5475551886313108,0.2919294117647059,0.3581126588873319,0.39109411433828634,0.03305785123966942,0.028925619834710745,2.353325343985737,0.0125,0.2
dpgan,1.5128871862732598,0.5959058823529412,0.39669889398584335,0.49595074879287787,0.05371900826446281,0.024793388429752067,2.2104801644253893,0.0,0.0
dpgan,1.7472822926826643,0.30665882352941176,0.27254880978510476,0.27383772146568397,0.04132231404958678,0.012396694214876033,2.5773755163702954,0.0125,0.1
dpgan,1.6502350783186925,0.2722117647058824,0.3198727833230186,0.41276066631464464,0.028925619834710745,0.012396694214876033,2.4104042817880833,0.0,0.0
dpgan,1.5942813403596452,0.1670588235294117,0.22000144251689455,0.2695990998623993,0.024793388429752067,0.004132231404958678,2.3828566828104636,0.0125,0.2
dpgan,1.8417945812425591,0.3762352941176471,0.3781578726306016,0.4421876757175704,0.0371900826446281,0.01652892561983471,2.311985995218144,0.0375,0.3
dgms,2.7440470600671807,0.24449411764705886,0.12889426570267115,0.18931160040890024,0.2066115702479339,0.1115702479338843,1.0522958149801604,0.1125,0.4333333333333333
dgms,2.354568833915462,0.10830588235294114,0.1219224005013102,0.21694978996887596,0.2190082644628099,0.14049586776859502,0.7923392087221723,0.1,0.42000000000000004
dgms,,0.1588235294117647,0.12644438882208772,0.15521042840040955,0.29338842975206614,0.1694214876033058,0.39529288591041456,0.1625,0.4714285714285714
dgms,2.5414600681435897,0.47440000000000004,0.34832914974074325,0.4532076648075325,0.2190082644628099,0.11570247933884296,0.5882191126519869,0.1,0.5095238095238096
dgms,2.8095941522568606,0.09597647058823522,0.10272360672620279,0.19351520343055245,0.25206611570247933,0.1487603305785124,0.8217390928822215,0.0625,0.5333333333333333
dgms,3.7387287728000653,0.28136470588235296,0.19776797592163542,0.25492227383128796,0.11570247933884298,0.05785123966942149,0.6361558822443621,0.0375,0.3
dgms,3.48326769927862,0.1863529411764706,0.12735608848332858,0.11642865050143025,0.11983471074380166,0.06611570247933884,0.5933342486820042,0.0875,0.65
dgms,3.622130705881061,0.18450980392156857,0.06963953176955776,0.1734782208439977,0.11983471074380166,0.06611570247933884,0.8120019072125351,0.0625,0.6333333333333333
dgms,3.8051260178951076,0.09414117647058828,0.06772866018873769,0.10861560217110358,0.11983471074380166,0.05371900826446281,0.7510086974324369,0.075,0.8
dgms,3.453936025372086,0.12797647058823536,0.0593505394675376,0.0858626432605544,0.1115702479338843,0.0371900826446281,0.8879592446244214,0.0375,0.36666666666666664
