dataset,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
datasynthesizer,0.005446183351349415,0.4202676186711898,0.05226905444621244,0.022495340586870582,0.025527672727710865,0.4594594594594595,0.27586206896551724,1.1139949527575348,0.3603960396039604,0.5056615141334013
dpgan,0.5314070900382477,2.8696047913270695,0.48813244437879594,0.5540351707960305,0.5496551494995215,0.0006213109661385523,0.0006213109661385523,24.152855780379706,0.0009900990099009901,0.2
datasynthesizer,0.00494673429049584,0.37579549762638415,0.06645762575260039,0.015902021245472076,0.02334056654137251,0.44703324013668844,0.2625038831935384,1.0161785208724836,0.34752475247524756,0.4789617206903686
datasynthesizer,0.005752529445091899,0.44482174301003463,0.034712696644240704,0.01719690233528881,0.03186931513310881,0.447654551102827,0.2659210935073004,1.0287309367282085,0.3683168316831683,0.521715129691943
datasynthesizer,0.004981761704703282,0.4369891752858223,0.03812676079799304,0.012453904213141381,0.02261326574780337,0.43864554209381795,0.26654240447343897,1.0324476721024842,0.37425742574257426,0.52018885036863
datasynthesizer,0.0047853886968857,0.6591926299244424,0.029636528548379282,0.014937393412996797,0.017026691898309604,0.43087915501708607,0.25504815159987576,1.0813214841377947,0.3485148514851485,0.5069454704784099
datasynthesizer,0.005592946068824856,0.3820903683814279,0.03973645003436399,0.013982097843853597,0.020014535658342547,0.451071761416589,0.2687169928549239,1.0831857528187268,0.3475247524752475,0.4932017072287899
datasynthesizer,0.00648071058276358,0.5053883714384618,0.0556561244879602,0.017605168112647618,0.01768267891406733,0.44641192917054984,0.26281453867660765,1.036485733289777,0.32178217821782173,0.5110124761435845
datasynthesizer,0.00620605462863846,0.4064523917055564,0.06830272028346873,0.023010354473857048,0.017625879803567945,0.4290152221186704,0.2435538987263125,1.0885476407270114,0.38514851485148516,0.5007531957966049
datasynthesizer,0.006203031699089744,0.6354392633326473,0.04534684900498209,0.00772279256318098,0.01870036843789366,0.44206275240758,0.26281453867660765,1.084099850159293,0.3564356435643565,0.4954865824714746
