dataset,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.489826647189591,0.0034679537830889506,0.008750087378490451,0.01207188778607493,0.5613728912158231,0.36183827806864455,0.9753683485084846,0.55,0.5378674072629658
synthpop,0.4480782977047288,0.0030486429800397064,0.008143601197385525,0.010502757166085452,0.5863874345549738,0.3833624200116346,0.9763828935481823,0.48703703703703705,0.4790145467995134
synthpop,0.4468089568123412,0.0024584207921016787,0.00774304395158551,0.0191919723671434,0.5514834205933682,0.35427574171029663,0.9914387867165194,0.5222222222222223,0.5269086557638613
synthpop,0.4415452832626557,0.0016219445910978791,0.009739336045787667,0.014152671771109626,0.568935427574171,0.3641652123327516,0.9790327269552437,0.5425925925925925,0.5160113155332084
synthpop,0.4776588911562642,0.0060521980608058135,0.00827347114169183,0.01906382935893658,0.5887143688190809,0.38568935427574175,0.9741537579586597,0.5481481481481482,0.5325528348899613
synthpop,0.41765442944572756,0.001989804374290749,0.013776134418534897,0.013277561977436736,0.5747527632344386,0.37870855148342053,0.9833831687701163,0.4925925925925926,0.5145095220497369
synthpop,0.38341268589938376,0.0018713891765498314,0.008865802112216659,0.02418247147040095,0.5648632926119838,0.36591041303083194,0.9953927675521927,0.4833333333333334,0.5240108483255845
synthpop,0.5054012655160053,0.0040110751756766705,0.005707681844320994,0.01493546633704601,0.5567190226876091,0.35776614310645727,0.9796780545267093,0.5277777777777778,0.5472903412377097
synthpop,0.4840509077182971,0.005515890589458117,0.008796125385290066,0.00801832022928034,0.564281559045957,0.358347876672484,0.9783517444285678,0.537037037037037,0.5149797972286259
synthpop,0.45117718693528025,0.0015255039325766662,0.011384001015307926,0.031227102516962174,0.5724258289703316,0.37056428155904597,0.9884943167376441,0.5351851851851851,0.5348142105959596
dpgan,1.962649392849624,0.4211711725157118,0.4584841734143429,0.48492644345655656,0.0011634671320535194,0.0005817335660267597,1.9352323631608417,0.0,0.0
dpgan,2.7155607312329275,0.4936341188294545,0.43301284172358806,0.4518881075773651,0.0,0.0,2.215750391336038,0.0,0.0
dpgan,1.4537617362350312,0.3837267076634303,0.5112067461701776,0.5461826807021277,0.0,0.0,2.309214335111842,0.009259259259259259,0.3866666666666666
dpgan,2.0349498876407983,0.5728252607906413,0.47678649796524974,0.4718561600387749,0.0,0.0,2.4197535160926344,0.0018518518518518517,0.05
dpgan,2.3167815194134316,0.5341958335111143,0.5925201552007917,0.6188385448395841,0.0011634671320535194,0.0011634671320535194,1.730959364006739,0.0,0.0
dpgan,1.117491300259163,0.45447545300277703,0.4792333819698762,0.5002809188445814,0.0005817335660267597,0.0005817335660267597,2.201373005411149,0.0,0.0
dpgan,1.800111357438234,0.5477050105754948,0.43297441499033446,0.43039932298094863,0.0,0.0,2.288714271697025,0.0,0.0
dpgan,1.9064465987368442,0.5094819678092615,0.4160683080856037,0.41628821840708075,0.0,0.0,2.288351111240474,0.009259259259259259,0.52
dpgan,1.8808539851174344,0.3737399734910257,0.44317839749582677,0.43952638757983664,0.0,0.0,1.9071081446596085,0.0018518518518518517,0.1
dpgan,1.9064465987368442,0.5094819678092615,0.4160683080856037,0.41628821840708075,0.0,0.0,2.288351111240474,0.009259259259259259,0.52
dgms,3.497085542695698,0.2578188573889406,0.35107760212178735,0.37336114808970633,0.07504363001745201,0.03025014543339151,1.0596070561193054,0.0,0.0
dgms,2.9929166742322866,0.2380622247934182,0.42775674456958224,0.44724071575554725,0.06980802792321117,0.025596276905177427,1.022590248954836,0.0,0.0
dgms,1.8053881744108047,0.3077309076870933,0.36177715674564176,0.398514223583441,0.09133216986620128,0.048865619546247824,1.0942621371009822,0.0018518518518518517,0.2
dgms,1.8661643355681834,0.19710855081740453,0.2535198695474028,0.23546188498462448,0.16288539848749273,0.08842350203606748,1.0106236995735847,0.0018518518518518517,0.2
dgms,2.3040749845118236,0.23878612671419408,0.3995892679184665,0.43698201074345644,0.061663757998836534,0.02385107620709715,0.9665369765140974,0.005555555555555555,0.26666666666666666
dgms,1.858381910643407,0.20420642607302864,0.3254817921592982,0.3587540151159354,0.12798138452588714,0.06980802792321117,1.0134578233144969,0.0,0.0
dgms,2.899415923836354,0.4290826631225525,0.4376671355650014,0.4481084778863268,0.07678883071553229,0.038976148923792905,1.023503307925018,0.0018518518518518517,0.2
dgms,3.086870541378881,0.18374529066953416,0.28971652363113953,0.2939880077689029,0.09482257126236183,0.03025014543339151,1.1032936309840626,0.0037037037037037034,0.3
dgms,2.9653367481325192,0.29352461902194427,0.39545074528199875,0.4060265850880171,0.10238510762070971,0.04712041884816753,1.0031351636757087,0.0,0.0
dgms,2.9543481862418557,0.24585793566961556,0.41451459226416404,0.42040486279382483,0.08027923211169284,0.03257707969749854,1.0495646833221854,0.0,0.0
