dataset,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.8956474307145411,0.08215197093401083,0.006277127297885654,0.0418352272858912,0.5906623235613464,0.39522258414766565,0.9586329640298172,0.5344827586206897,0.5395974675782484
synthpop,0.9348139681088726,0.032796005864934585,0.02333366824810451,0.024160031771180646,0.6243213897937026,0.44408251900108586,0.9169141395496444,0.5551724137931033,0.5498926637237718
synthpop,0.9715813327795763,0.028513262364654235,0.011853856913655092,0.01554234778371788,0.5895765472312704,0.39630836047774165,0.9464265838555864,0.46206896551724136,0.48736427904495133
synthpop,0.8198291608777507,0.024340247849682806,0.01967991960986007,0.03680670414745574,0.5950054288816504,0.41585233441910974,0.9518819395692306,0.49655172413793097,0.5170292573143286
synthpop,0.8752999867542326,0.05259583263096168,0.01534375298148366,0.030912133814295223,0.6058631921824105,0.42236699239956577,0.936761590886103,0.506896551724138,0.5165389963712103
synthpop,0.7570788323421934,0.07627956188979801,0.01694144810133852,0.057035147906544514,0.5711183496199783,0.3800217155266016,0.9387292898247425,0.5551724137931036,0.54027178754009
synthpop,1.0441804870939357,0.058375449120206646,0.017346053729370675,0.02932628005341567,0.5928338762214984,0.40065146579804567,0.9505017669886457,0.44827586206896547,0.48358150277654915
synthpop,0.734004849059223,0.05298984980381283,0.020223651360376793,0.022133515355318406,0.6199782844733985,0.4505971769815419,0.8920374988689631,0.5724137931034483,0.5480093505102062
synthpop,0.9539430328202537,0.025889308368133745,0.02805945056782358,0.0317363471157866,0.5808903365906624,0.39413680781758964,0.9201122726949285,0.5344827586206897,0.5596117342536668
synthpop,0.9479625969674069,0.045787414138394156,0.016863788052243645,0.0369947322092985,0.6080347448425625,0.4267100977198698,0.933662234458313,0.5344827586206896,0.5227906955345174
dpgan,7.193025475303112,0.17650016480027186,0.17608002786019059,0.14731516281728435,0.0,-0.0010857763300760044,12.742926341976702,0.0,0.0
dpgan,7.331220597948036,0.3373738028894018,0.266657739850506,0.29775728642947663,0.0,-0.0010857763300760044,7.836488894065791,0.010344827586206896,0.4
dpgan,7.710882168456411,0.24744580286068957,0.24967407334308364,0.2182858984403288,0.0,-0.0010857763300760044,11.7621646350271,0.006896551724137931,0.4
dpgan,7.501864705699918,0.1266257042079133,0.225973371010185,0.2740032914839188,0.0,-0.0010857763300760044,8.995940585593877,0.0034482758620689655,0.2
dpgan,7.596329973580317,0.2873573920759769,0.21860474618757003,0.26686309982219286,0.0,-0.0010857763300760044,8.869176031620396,0.006896551724137931,0.4
dpgan,6.936792483207165,0.15824698517908986,0.2126586603077021,0.24373177025203133,0.0,-0.0010857763300760044,9.15956283786737,0.0034482758620689655,0.2
dpgan,7.8310402932171534,0.14460354103194184,0.2154308961907747,0.15842865919275143,0.0,0.0,9.227376312880804,0.006896551724137931,0.4
dpgan,7.723195665977644,0.23995760553633833,0.2486547255143566,0.18619712571594538,0.0010857763300760044,0.0,11.08069106278167,0.010344827586206896,0.3333333333333333
dpgan,7.468373009217517,0.18054217894351499,0.23588318544029183,0.23042745515330063,0.0,0.0,7.534351485866406,0.006896551724137931,0.4
dpgan,7.527311490310391,0.3158713894331842,0.22720813464906833,0.2330216182953929,0.0,0.0,13.284721736295099,0.006896551724137931,0.4
