dataset,avg_h_dist,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
datasynthesizer,0.005569083476586825,0.5059456472502603,0.179309485643792,0.1818499184172921,0.1962436579978646,0.4956369982547993,0.29377545084351364,1.0144668874554463,0.44259259259259254,0.5025555887048146
dpgan,0.3010267390090422,2.1001109560022213,0.3962474938702625,0.40851959692189743,0.3950796589962021,0.0005817335660267597,0.0005817335660267597,1.8996034759407463,0.0,0.0
dpgan,0.3141553250467534,1.9064465987368442,0.5094819678092615,0.4160683080856037,0.41628821840708075,0.0,0.0,2.288351111240474,0.0,0.0
dpgan,0.3459515470981484,1.4805616756434368,0.44827877043129305,0.44467389722524153,0.4656906582106728,0.0,0.0,2.3568361341065502,0.0,0.0
dpgan,0.3141553250467534,1.9064465987368442,0.5094819678092615,0.4160683080856037,0.41628821840708075,0.0,0.0,2.288351111240474,0.0,0.0
dpgan,0.3141420182395147,1.5579684076888178,0.4384078263624124,0.4790005258268352,0.48332470429806046,0.0005817335660267597,0.0,2.164724389159639,0.0,0.0
dpgan,0.3141553250467534,1.9064465987368442,0.5094819678092615,0.4160683080856037,0.41628821840708075,0.0,0.0,2.288351111240474,0.0,0.0
dpgan,0.32006554560348766,2.601071831912129,0.3653362314988853,0.5399773345175842,0.5531789692186293,0.0011634671320535194,0.0,1.917049896711783,0.0,0.0
dpgan,0.3141553250467534,1.9064465987368442,0.5094819678092615,0.4160683080856037,0.41628821840708075,0.0,0.0,2.288351111240474,0.0,0.0
dpgan,0.2665589024493549,1.9869737828499567,0.4445366408289161,0.4895864371131744,0.48559337983122963,0.0017452006980802793,0.0011634671320535197,1.8224907733776654,0.0,0.0
dpgan,0.3141553250467534,1.9064465987368442,0.5094819678092615,0.4160683080856037,0.41628821840708075,0.0,0.0,2.288351111240474,0.0,0.0
dgms,0.041092675539936556,2.670720403854264,0.29425156375188133,0.32643779620232494,0.33940758691994233,0.1082024432809773,0.04363001745200698,1.0151914198765584,0.0037037037037037034,0.4
dgms,0.030451212113114575,3.0489057168575044,0.21541118324855557,0.3400102274805733,0.32280802683228105,0.09307737056428156,0.03257707969749855,1.032560991591273,0.0018518518518518517,0.06666666666666667
dgms,0.026639694808014553,2.7121653313918372,0.2366855679646077,0.3354061562738112,0.3499148322819784,0.07911576497963932,0.022105875509016867,1.060634392335885,0.0,0.0
dgms,0.03666202402954005,2.8885346776363154,0.16146565367063126,0.39540158997128577,0.42564327965978904,0.07504363001745201,0.02792321116928447,0.9953865699223492,0.0018518518518518517,0.2
dgms,0.031264007649930314,2.794363308318547,0.2188515947349492,0.37445362104844515,0.3987024849368943,0.08144269924374636,0.031413612565445025,1.030994418248703,0.0,0.0
dgms,0.029379461821579994,2.4759918174435924,0.28038128962394293,0.2721823153782419,0.2929282140021533,0.07795229784758581,0.026178010471204195,1.0492144349088717,0.0,0.0
dgms,0.020587718112089842,2.84942226179048,0.2963388375560173,0.27692753278204385,0.27124856538112146,0.08027923211169284,0.03548574752763234,1.0723706202987475,0.0,0.0
dgms,0.040226749360309594,3.1138022534137466,0.19915926954840224,0.23191931080579742,0.28420798752401055,0.1070389761489238,0.04421175101803375,1.0550698128371052,0.0037037037037037034,0.2
dgms,0.039080354769397384,2.6987302625835956,0.17226597587228287,0.314499830865561,0.35548232829786697,0.0954043048283886,0.029086678301337987,1.032846415923572,0.0037037037037037034,0.2
dgms,0.02385532488365886,3.2095285292942632,0.2524755096922604,0.2677563013423564,0.287884466262162,0.09773123909249563,0.03781268179173938,1.0906357843606516,0.0018518518518518517,0.2
datasynthesizer,0.004167334530616788,0.4743888052293676,0.17072407911979381,0.16544198775163746,0.19956259503909624,0.5317044793484584,0.33216986620127986,1.0042673013067192,0.49444444444444435,0.5120315444586465
datasynthesizer,0.0055227174495802046,0.42976840718672454,0.13611087748234796,0.14212884434266584,0.16891619862524834,0.5095986038394416,0.31064572425828973,1.0161082872645686,0.4611111111111111,0.4781104593224866
datasynthesizer,0.0058584480633497756,0.4117812199848323,0.10899966517545256,0.12931526529291018,0.16082814763152284,0.5101803374054683,0.31239092495637,1.0006836495506277,0.5203703703703704,0.5130613439353179
datasynthesizer,0.004751591569300268,0.5119569232943657,0.161217421400198,0.17351271450049505,0.16786451622169854,0.4944735311227458,0.28970331588132636,1.005609272538877,0.5074074074074074,0.5013533150264785
datasynthesizer,0.0035018724407548584,0.48635156053825235,0.1653387862925806,0.1619144235235857,0.18709920249127612,0.4927283304246655,0.2972658522396743,1.0042936918704515,0.5148148148148148,0.4967861444110954
datasynthesizer,0.005881977636070754,0.4708930662941359,0.16372844128385666,0.16772069072047563,0.19436581156021382,0.5055264688772542,0.3048283885980221,1.0064050608224164,0.5370370370370371,0.5381192368150758
datasynthesizer,0.004725540603262619,0.4887838315226795,0.16147281521666557,0.1758133833272406,0.1824687053496933,0.5136707388016288,0.30948225712623617,1.0124136786125577,0.5018518518518519,0.5022914266127974
datasynthesizer,0.005076883131268058,0.47946349448607,0.16812642079807794,0.183876382536644,0.204289857176969,0.5154159394997091,0.32053519488074456,1.0080730625843939,0.49259259259259264,0.4851118733745852
datasynthesizer,0.0066434161985675965,0.5025687742164375,0.16433452219039557,0.1597999853716358,0.1939921218917179,0.506108202443281,0.3089005235602095,1.0184813614752342,0.5111111111111111,0.5136552492561369
