dataset,corr_mat_diff,auroc,cls_F1_diff,cls_F1_diff_hout,eps_identif_risk,priv_loss_eps,median_DCR,mia_recall,mia_precision
synthpop,0.29624617232497447,0.06840970723373047,0.004750055178754986,0.01409298114853251,0.5438871473354232,0.3573667711598746,0.983662415187028,0.5266666666666667,0.5190647421304164
synthpop,0.24080135300577635,0.061152832885632,0.0077406413755287395,0.0009862627378482564,0.53239289446186,0.3484848484848485,0.9920748804734304,0.485,0.5073677850950579
synthpop,0.2638999571415438,0.09091767975657938,0.009865937851255141,0.009562484527430484,0.5522466039707419,0.36520376175548586,0.9931948153766362,0.5366666666666666,0.5284450303962499
synthpop,0.27315987913504275,0.03887842721420043,0.0032377501580677787,0.000804137388053322,0.5543364681295716,0.3714733542319749,0.9924519060161537,0.5333333333333334,0.5492637816599709
synthpop,0.248453309424457,0.04752482736507657,0.01248605220549201,0.009127176095925088,0.5428422152560084,0.3537095088819227,0.9905042485176301,0.51,0.5258789209446234
synthpop,0.27347106170075774,0.06156482791690887,0.005429776324189423,0.008265122677468484,0.5522466039707419,0.36415882967607105,0.9936513841929344,0.55,0.5540482212867678
synthpop,0.2603440500525745,0.02387224085544304,0.005990586431176517,0.010441807559071398,0.5397074190177639,0.3495297805642633,1.0050716331374032,0.5466666666666666,0.5645082462595961
synthpop,0.2587849730993843,0.06562991673737917,0.013688937814519533,0.0035329996570046124,0.5459770114942529,0.3531870428422153,0.9886385903187737,0.5399999999999999,0.5617521714460986
synthpop,0.2583840863401413,0.033674401418168354,0.012308437426469268,0.008531601536249517,0.5444096133751306,0.35318704284221525,0.9996700618484111,0.5199999999999999,0.5186788048552755
synthpop,0.28010042859660456,0.10062551589454688,0.00513295196667167,0.004286546337585018,0.5470219435736677,0.3537095088819227,0.983881421065701,0.5583333333333333,0.5615888999314216
dpgan,1.1974240987467812,0.10626340138932433,0.27779109988070994,0.3600939801972848,0.0036572622779519333,0.001567398119122257,2.006413267751675,0.0016666666666666666,0.2
dpgan,1.4480589273778162,0.036450999482054436,0.40077148099632764,0.4196491756015466,0.0010449320794148381,0.0,2.1331065444496504,0.003333333333333333,0.4
